	sample1	sample4	sample2	sample3
ZNF765-ZNF761	0	0	0	0
ZNF765	897	1517	2834	2302
TPM3P9	225	303	1562	1224
ZNF761	52	35	116	95
ZNF813	2657	2574	6621	4137
ZNF331	2206	2175	2883	2619
LOC284379	1	5	3	0
DPRX	1	0	1	0
LOC107985342	30	58	1	3
MIR512-1	1	0	0	0
MIR512-2	0	2	0	0
MIR1323	1	0	0	0
MIR498	3	3	0	0
MIR520E	14	6	0	0
MIR515-1	0	1	0	0
MIR519E	1	2	0	0
MIR520F	1	3	0	0
MIR515-2	1	6	0	0
MIR519C	5	1	0	0
MIR1283-1	4	13	0	0
MIR520A	4	0	0	0
MIR526B	0	0	0	0
MIR519B	2	3	0	0
MIR525	0	1	0	0
MIR523	2	4	0	0
MIR518F	0	2	0	0
LOC107985346	26	23	1	3
MIR520B	1	1	0	0
MIR518B	0	0	1	0
MIR526A1	3	3	0	0
MIR520C	1	3	0	0
MIR518C	1	7	0	0
MIR524	1	0	0	0
MIR517A	1	1	0	0
MIR519D	1	6	0	0
MIR521-2	4	4	0	0
MIR520D	2	0	0	0
MIR517B	0	2	0	0
MIR520G	2	3	0	0
MIR516B2	0	1	0	0
MIR526A2	1	3	0	0
MIR518E	0	1	0	0
MIR518A1	3	2	0	0
MIR518D	0	2	0	0
MIR516B1	2	0	0	0
LOC124904765	41	54	9	3
MIR518A2	0	1	0	0
MIR517C	0	0	0	0
MIR520H	1	1	0	0
MIR521-1	0	1	0	0
MIR522	1	2	0	0
MIR519A1	0	0	0	0
MIR527	0	2	0	0
LOC124904766	18	18	1	0
MIR516A1	0	0	0	0
MIR1283-2	1	2	0	0
MIR516A2	1	0	0	0
MIR519A2	1	0	0	0
LOC124904767	38	33	25	4
MIR371A	0	0	0	0
MIR371B	0	0	0	0
MIR372	0	0	0	0
MIR373	2	3	0	0
NLRP12	320	244	30	10
MYADM-AS1	22	29	104	78
MYADM	1258	899	2598	1685
PRKCG	218	156	70	54
CACNG7	753	430	354	184
CACNG8	329	203	228	134
MIR935	0	0	0	0
CACNG6	75	45	235	143
VSTM1	5	18	0	0
TARM1	1	0	0	0
OSCAR	118	77	37	24
NDUFA3	1373	1421	1233	919
TFPT	212	264	333	260
PRPF31	1361	1926	1489	1114
PRPF31-AS1	44	47	64	52
CNOT3	1639	1347	1488	1130
LOC102724273	51	80	79	78
LENG1	151	173	229	175
TMC4	170	142	525	533
MBOAT7	2024	2072	3263	2667
TSEN34	844	987	1286	916
RPS9	19565	19861	25443	18612
LILRB3	23	18	20	27
LOC124904768	6	8	6	8
LOC107985279	1	1	0	1
LILRA6	9	1	6	8
LOC107987463	3	1	1	0
LILRB5	3	2	0	2
LILRB2	0	0	0	0
MIR4752	0	0	0	0
LILRA5	2	2	0	1
LILRA4	5	3	2	2
LAIR1	16	7	1	0
TTYH1	344	316	108	99
LOC124904770	5	3	1	0
LENG8-AS1	71	68	126	105
LENG8	2088	1979	4252	4893
LENG9	89	107	98	64
CDC42EP5	59	27	52	26
LAIR2	0	0	0	0
LOC105372460	0	0	0	0
KIR3DX1	0	0	0	0
LOC105372461	0	0	0	0
LOC107985347	0	0	0	0
LILRA2	0	0	1	0
LILRA1	0	0	0	0
LILRB1	0	0	0	0
MIR8061	0	0	0	0
LILRB4	0	0	0	0
LILRP2	1	0	0	0
KIR3DL3	0	0	0	0
KIR2DL3	0	0	0	0
LOC101928804	0	0	0	0
KIR2DL1	0	0	0	0
KIR2DL4	0	0	0	0
KIR3DL1	0	0	1	0
KIR2DS4	0	0	0	0
KIR3DL2	0	0	0	0
FCAR	0	1	0	0
NCR1	41	21	6	4
NLRP7	233	207	58	47
NLRP2	7676	9111	3118	2281
GP6-AS1	352	345	151	102
GP6	117	58	21	20
RDH13	970	920	461	405
EPS8L1	490	528	272	143
PPP1R12C	1693	2083	2124	1575
MIR7975	1	0	3	0
TNNT1	1039	922	1980	1558
TNNI3	316	190	255	198
DNAAF3	51	46	27	21
DNAAF3-AS1	8	4	4	2
LOC124904795	1	0	0	0
SYT5	8	11	5	1
PTPRH	18	15	5	1
LOC124904771	3	8	7	7
TMEM86B	53	52	94	71
PPP6R1	3550	4336	3509	2669
MIR6804	1	3	1	0
MIR6802	0	0	0	0
MIR6803	0	0	0	0
HSPBP1	987	1369	938	636
BRSK1	1038	868	1836	1511
TMEM150B	28	38	40	25
KMT5C	636	748	1588	1263
COX6B2	49	29	61	55
GARIN5B	4	1	18	19
IL11	47	27	209	153
TMEM190	12	18	70	82
TMEM238	38	41	18	13
RPL28	10561	8730	14126	10772
MIR6805	0	0	0	0
UBE2S	5182	6745	4363	2971
SNORD157	39	31	37	16
LOC105372462	8	16	23	18
SHISA7	43	16	3	7
ISOC2	1385	1746	858	579
C19orf85	31	25	8	9
ZNF628	278	283	374	239
NAT14	640	738	1324	853
SSC5D	18	15	66	54
SBK2	69	53	178	127
SBK3	14	18	9	11
ZNF579	701	755	1031	760
FIZ1	260	369	518	357
ZNF524	132	148	270	158
ZNF865	357	264	370	318
ZNF784	138	230	448	364
ZNF581	2221	1762	1580	1059
LOC107983998	34	36	122	127
ZNF580	413	347	738	492
CCDC106	345	428	624	471
U2AF2	4766	6478	5455	3998
EPN1	4293	4190	4080	2955
NLRP9	0	0	0	1
LOC105372465	0	0	0	0
RFPL4A	0	0	0	0
RFPL4AL1	0	0	0	0
NLRP11	0	0	0	0
NLRP4	0	0	0	0
NLRP13	0	0	0	0
NLRP8	0	0	1	2
NLRP5	0	0	0	0
LINC01864	0	0	4	0
ZNF787	1553	1888	1432	1065
LOC124904773	30	37	44	40
LOC124904772	0	1	2	2
ZNF444	705	786	1314	1047
GALP	0	0	3	1
ZSCAN5B	0	1	1	0
ZSCAN5C	2	2	0	2
ZSCAN5A	80	137	205	159
LOC124904774	3	4	15	16
LOC124904775	3	1	12	10
EDDM13	0	0	2	5
LOC124900420	136	105	261	308
LOC105372468	6	7	15	9
ZNF542P	895	1240	1546	1310
ZNF582	92	149	237	208
ZNF582-DT	68	78	84	84
ZNF583	99	133	326	261
ZNF667	778	587	623	565
ZNF667-AS1	212	263	326	260
LOC105372471	12	2	8	6
LOC124904776	8	6	3	3
ZNF471	82	81	413	351
ZFP28-DT	2	1	3	2
ZFP28	363	301	544	395
ZNF470-DT	15	18	41	34
ZNF470	565	523	575	507
LOC124904777	11	5	17	25
ZNF71-SMIM17	0	0	0	0
ZNF71	560	658	824	701
SMIM17	0	0	0	0
ZNF835	36	52	29	27
LOC105372473	0	0	1	0
LOC105372472	1	0	0	0
ZIM2-AS1	0	0	0	0
ZIM2	0	0	1	0
PEG3	0	0	0	1
PEG3-AS1	0	0	0	0
MIMT1	0	0	0	0
LOC124904779	0	0	0	0
LOC105372475	0	1	0	0
USP29	0	0	0	0
LOC124904804	0	0	0	0
ZIM3	0	0	0	0
DUXA	0	0	1	0
LOC124904780	5	6	6	7
ZNF264	1560	1235	2571	2310
AURKC	122	108	97	69
ZNF805	1086	979	1699	1741
ZNF460-AS1	15	3	26	17
ZNF460	2544	1994	3715	4187
ZNF543	631	737	1239	1002
ZNF304	791	1075	1370	1020
ZNF547	73	76	115	76
TRAPPC2B	66	65	92	80
ZNF548	481	557	1230	1033
ZNF17	263	344	512	402
ZNF749	913	992	829	799
VN1R1	80	61	94	104
ZNF772	853	961	1822	1221
ZNF419	451	444	724	604
ZNF773	274	310	566	427
ZNF549	804	910	1255	909
ZNF550	704	823	1332	1106
LOC124904781	1	1	3	5
ZNF416	588	648	688	478
ZIK1	2344	3073	2744	2171
ZNF530	499	659	644	517
ZNF134	3298	4026	3247	2302
ZNF211	714	864	1461	1197
ZSCAN4	15	6	5	6
ZNF551	2176	2773	2343	1937
ZNF154	811	726	1505	1405
LOC124904783	12	6	17	11
ZNF671	247	286	578	438
ZNF776	1025	1489	2499	2079
ZNF586	421	551	873	717
ZNF552	240	390	856	676
FKBP1AP1	61	33	64	123
ZNF587B	2698	4089	2951	2574
ZNF587	1212	1382	3538	3200
LOC124904782	178	150	120	136
UBE2CP5	99	99	106	150
ZNF814	2201	2627	2123	2105
ZNF417	765	873	1749	1611
ZNF418	654	730	1634	1481
ZNF256	782	856	926	816
C19orf18	16	15	29	31
ZNF606	853	886	1890	1540
ZNF606-AS1	169	155	226	187
VN2R19P	7	2	13	26
ZSCAN1	47	34	153	104
ZNF135	188	278	727	552
ZSCAN18	1359	1422	2798	2163
ZNF329	1326	1297	2593	1870
LOC124904784	2	5	10	8
ZNF274	817	914	1285	1017
LOC105372479	0	2	5	2
ZNF544	3358	3805	4462	3938
LOC124904785	348	233	383	467
LOC124904787	72	46	88	129
ZNF8	1726	1832	1931	1746
ZNF8-ERVK3-1	71	79	104	89
ERVK3-1	9	15	16	25
LOC105372480	31	42	38	18
ZSCAN22	245	263	388	357
MIR6806	2	0	0	1
A1BG	332	259	242	207
A1BG-AS1	18	26	46	48
ZNF497	75	109	348	259
ZNF497-AS1	5	16	50	40
ZNF837	116	146	214	180
LOC124904788	19	13	60	91
LOC105372484	6	12	21	19
MIR4754	6	3	6	9
RPS5	14844	16680	15909	11964
MIR10394	0	0	0	0
RNF225	25	43	28	33
LINC02560	2	1	3	8
ZNF584	191	220	487	344
LOC124904786	216	215	495	396
ZNF324B	97	170	322	232
ZNF132	13	9	36	41
ZNF324	352	414	1059	929
ZNF446	179	189	581	414
LOC112268251	32	23	51	33
SLC27A5	297	337	273	209
LOC105372485	7	11	40	38
ZBTB45	459	572	645	462
TRIM28	36076	44626	30075	22881
MIR6807	1	0	0	0
CHMP2A	1454	1118	2853	2157
UBE2M	2155	2426	2047	1635
MZF1-AS1	79	65	156	153
MZF1	385	340	763	644
CENPBD2P	1291	1324	1424	984
LOC107987272	24	22	26	20
DEFB125	0	0	0	0
DEFB126	1	0	0	0
DEFB127	0	0	0	0
DEFB128	0	0	0	0
DEFB129	0	0	0	0
DEFB132	0	0	0	0
C20orf96	208	164	339	360
ZCCHC3	3646	3245	3913	3087
NRSN2-AS1	165	105	288	190
SOX12	2501	2524	4622	3243
LOC101929937	13	24	45	37
NRSN2	446	530	1104	804
TRIB3	614	869	318	287
RBCK1	1313	1396	1391	1005
TBC1D20	1086	926	1919	1556
CSNK2A1	9051	9432	8280	6540
TCF15	332	374	78	60
SRXN1	1056	1700	896	739
LOC107985423	49	75	10	8
SCRT2	6	8	1	0
SLC52A3	433	468	131	40
FAM110A	443	481	483	358
ANGPT4	40	29	43	51
LOC124904854	3	3	0	3
LOC105372492	3	0	0	1
RSPO4	107	104	220	100
PSMF1	1651	1978	1884	1595
LOC105372493	1	3	16	5
LOC124904855	63	39	59	86
TMEM74B	235	206	326	367
C20orf202	11	0	8	13
RAD21L1	23	18	74	98
SNPH	286	303	743	755
FKBP1A-SDCBP2	4	3	0	1
SDCBP2	12	12	8	16
LOC124904856	0	1	0	1
SDCBP2-AS1	112	51	194	205
FKBP1A	3048	3339	3234	2601
MIR6869	0	0	0	0
LOC105372497	0	0	3	5
NSFL1C	1534	1953	2414	2021
SIRPB2	1	1	4	3
LOC105372499	0	0	0	0
LOC105372498	0	0	0	0
SIRPD	0	0	0	1
LOC107985409	0	0	0	0
SIRPB1	0	0	0	1
SIRPG	2	0	1	0
SIRPG-AS1	0	0	0	0
SIRPB3P	0	0	1	0
LOC124904858	0	0	0	0
LOC100289473	3	0	9	11
LOC105372501	0	1	4	6
LOC124904857	0	0	0	5
LOC107984088	60	40	188	205
SIRPA	234	292	655	519
PDYN-AS1	6	5	0	0
PDYN	28	27	15	7
STK35	3771	4340	4646	3699
LOC124900458	249	103	302	395
LOC124904859	1	2	1	0
LOC105372502	1	1	3	3
LINC03086	15	6	13	11
LOC124904860	0	2	0	0
LOC105372503	0	0	0	0
TGM3	1	2	7	1
TGM6	0	0	0	2
SNRPB	10154	13269	10009	8137
SNORD119	25	21	23	16
ZNF343	202	133	723	558
LOC105372504	1	0	0	1
TMC2	18	5	33	26
LOC105372505	8	11	22	8
NOP56	8727	11836	7637	6627
MIR1292	13	21	19	21
SNORD110	96	103	77	79
SNORA51	38	59	41	35
SNORD86	0	0	0	0
SNORD56	7	9	10	7
SNORD57	8	14	2	9
IDH3B	2383	3044	2799	2121
LOC105372507	1	1	7	4
EBF4	21	17	642	644
CPXM1	2017	2526	7141	4975
C20orf141	0	0	0	1
TMEM239	0	1	0	1
PCED1A	499	539	2526	1962
VPS16	592	647	1478	1086
PTPRA	2615	2223	4275	3064
GNRH2	3	1	18	17
MRPS26	2071	3047	2117	1666
LOC101929098	3	4	1	2
OXT	2	5	1	0
AVP	3	5	2	1
UBOX5-AS1	14	11	24	24
UBOX5	443	342	523	376
FASTKD5	951	1500	1122	943
LZTS3	1338	1483	1031	1032
LOC107985414	60	39	84	93
DDRGK1	1116	1401	1324	1139
ITPA	949	1272	724	513
SLC4A11	402	552	220	260
DNAAF9	535	458	1073	797
LOC124904983	0	0	1	1
LOC105372508	0	0	0	0
LOC105372509	0	0	0	0
ATRN	2948	2093	5018	3899
GFRA4	1	0	3	0
ADAM33	221	202	365	250
SIGLEC1	2	5	2	2
HSPA12B	267	265	326	249
ADISSP	2430	2795	1348	913
SPEF1	18	19	16	9
CENPB	1545	2603	2795	2015
CDC25B	960	1072	1614	1004
LINC01730	3	1	1	2
AP5S1	93	177	263	178
MAVS	3423	3933	6219	4944
PANK2-AS1	50	40	86	87
PANK2	1854	2296	2091	1754
MIR103A2	5	3	2	3
MIR103B2	0	0	0	0
RNF24	1062	760	2254	1899
SMOX	524	524	1044	657
LOC124904861	24	22	33	36
LINC01433	1	1	2	0
ADRA1D	12	6	130	90
LOC124904862	2	3	1	0
LOC105372510	0	0	0	0
PRNP	956	1373	1990	1639
PRND	0	4	1	1
PRNT	0	0	0	0
LOC105372511	3	2	2	0
RASSF2	719	923	610	473
LOC107985392	9	6	8	3
SLC23A2	865	1124	1286	1047
TMEM230	2347	2739	3805	2642
PCNA	4984	6492	5003	4022
PCNA-AS1	0	1	0	0
LOC124900464	2	1	1	1
CDS2	3688	3763	6026	4808
PROKR2	62	100	1	0
LINC00658	0	1	0	1
LOC107985411	0	0	1	0
LOC643406	1	1	1	2
LOC124904863	0	0	0	1
LINC00654	42	60	161	105
LINC01729	0	0	0	0
GPCPD1	356	358	1456	1193
LOC124904864	0	0	0	0
LOC105372514	0	0	0	0
SHLD1	73	82	155	145
CHGB	98	103	12	8
TRMT6	697	979	951	793
MCM8	2633	3241	4096	3446
MCM8-AS1	28	36	54	54
CRLS1	1532	1773	4998	3807
LRRN4	48	63	6582	4069
LOC124904865	1	0	12	11
FERMT1	1142	1762	595	435
LOC124904866	1	0	0	2
CASC20	0	2	3	7
LINC01713	0	0	1	2
LOC105372517	0	2	3	6
BMP2	67	85	7023	4738
LINC01428	0	0	10	5
LINC01751	0	0	0	0
LINC01706	0	0	2	0
MIR8062	0	0	0	0
LOC105372518	0	0	0	0
HAO1	0	0	0	0
TMX4	656	778	3435	2334
TMX4-AS1	1	0	11	2
PLCB1	385	346	2686	2762
PLCB1-IT1	0	0	4	13
LOC124900459	29	15	296	854
LOC124904867	0	1	16	45
LOC124904868	1	2	1	1
LOC105372521	5	1	10	14
RNU105B	0	0	4	7
LOC105372522	2	1	18	24
PLCB4	577	677	529	490
LAMP5-AS1	0	1	1	1
LAMP5	58	61	24	7
PAK5	40	30	24	11
LOC105372523	0	0	2	1
LOC101929348	0	0	0	0
PARAL1	0	0	0	0
SNAP25-AS1	0	0	1	1
ANKEF1	940	1138	1452	1186
LOC105372524	0	1	0	0
LOC124904959	0	0	0	0
SNAP25	13	15	35	26
MKKS	668	800	724	562
LOC128706666	0	0	0	0
LOC128706665	0	0	0	0
SLX4IP	689	762	1130	744
JAG1	4949	2989	28948	26498
MIR6870	0	0	7	7
LINC01752	0	0	4	1
LOC107985398	0	3	18	21
LOC101929413	0	0	4	1
LINC02871	0	0	0	0
LOC105372527	0	0	0	0
LOC105372528	0	0	0	0
LOC124904960	0	0	7	7
LOC339593	5	0	4	0
LOC105372529	4	2	1	0
LOC107985384	0	0	3	1
LOC105372530	0	0	0	0
LINC00687	0	0	0	0
BTBD3	2739	2655	5016	4210
LOC124904869	2	2	2	8
LOC107985406	1	0	0	1
LOC124904870	0	4	0	0
LOC107985407	1	3	2	1
LOC124904871	0	2	2	1
LOC105372532	6	4	1	1
LINC01722	1	1	6	2
LOC102606466	1	0	0	2
LOC105372535	6	3	1	4
LINC01723	0	0	0	0
SPTLC3	58	48	259	121
TASP1	525	445	859	900
ISM1	23	23	551	311
ISM1-AS1	0	0	0	0
LOC124904872	3	1	2	3
ESF1	3283	2855	2302	2253
NDUFAF5	522	668	559	465
SEL1L2	0	0	1	0
MACROD2	48	17	83	68
FLRT3	28	36	4328	2943
LOC124904873	1	0	1	1
MACROD2-IT1	0	0	0	0
MACROD2-AS1	2	0	2	0
LOC613266	0	2	0	0
LOC124904874	0	0	0	0
KIF16B	638	634	1159	1026
LOC124904875	10	14	16	10
LOC105372541	0	0	0	0
LOC105372542	0	0	0	0
SNRPB2	2422	3005	2695	2068
OTOR	1	0	1	0
LOC105372544	0	0	0	0
LOC105372545	0	0	0	0
PCSK2	18	11	169	109
LOC105372546	0	0	2	3
BFSP1	96	147	322	209
DSTN	4385	4769	7532	5680
RRBP1	8060	8483	8118	6496
BANF2	0	0	1	0
LOC105372547	1	0	0	0
LOC107985440	0	0	1	1
LOC105372548	1	1	0	0
SNX5	5443	5366	4645	3610
SNORD17	2282	1023	3317	5803
MGME1	1924	2045	1947	1471
OVOL2	209	291	609	479
KAT14	1402	1596	1948	1277
PET117	10	9	4	10
LOC124904876	0	0	0	0
LOC105372551	0	0	0	1
ZNF133	622	607	1105	800
ZNF133-AS1	3	4	3	6
LOC124904978	0	0	0	0
LOC107985418	0	0	1	0
LINC00851	0	0	1	2
DZANK1	193	256	441	430
LOC124904877	1	0	3	2
POLR3F	628	699	813	640
MIR3192	6	7	5	9
RBBP9	522	824	1416	1151
SEC23B	2909	3454	3504	2709
SMIM26	770	954	1420	954
LOC124904878	0	0	1	0
DTD1	1799	1831	1594	1123
DTD1-AS1	6	3	11	9
LINC00652	3	9	2	1
LCDR	17	13	74	57
SCP2D1-AS1	0	0	0	0
SCP2D1	0	0	0	0
LOC102724734	2	0	0	0
LOC107985442	0	0	0	0
LOC101929547	11	12	10	10
SLC24A3	56	68	37	33
LOC124904879	7	7	1	4
SLC24A3-AS1	9	3	2	2
RIN2	81	47	932	797
NAA20	606	789	840	673
CRNKL1	1793	2238	2820	2220
CFAP61	3	0	10	5
LOC124904880	0	0	0	0
LOC105372554	0	0	0	2
CFAP61-AS1	15	13	3	2
INSM1	22	60	37	3
RALGAPA2	2367	2098	2401	2103
LOC105372555	0	2	4	2
LINC00237	1	1	4	6
KIZ	835	977	1594	1210
KIZ-AS1	19	14	42	52
XRN2	11630	13316	10259	7925
NKX2-4	6	3	5	2
LOC105372558	3	3	2	3
LOC112268271	67	63	72	122
NKX2-2	2	4	47	51
BETALINC1	6	3	2	3
LINC01727	0	0	0	0
LINC01726	0	0	6	7
PAX1	2	2	128	256
LINC01432	1	3	1	1
LOC105372560	0	0	0	0
LOC105372561	0	0	0	0
LINC01427	0	0	0	0
LOC284788	0	3	0	1
LOC105372562	0	0	0	0
LOC105372563	0	0	0	0
LOC105372564	0	0	8	10
LINC00261	6	1	4400	4369
FOXA2	144	145	2302	1673
LNCNEF	0	2	1	1
LINC01747	0	0	0	0
LOC124904963	0	0	0	0
LOC124904962	0	0	0	0
LOC105372567	0	0	0	0
LOC105372568	0	0	0	0
LOC107985449	0	0	0	0
LOC101929707	0	0	0	0
SSTR4	0	0	2	3
THBD	21	34	63	44
LOC124904964	0	0	0	0
CD93	3	6	129	208
LINC00656	0	0	0	0
LOC100505664	0	0	1	1
NXT1-AS1	4	7	21	9
LOC105372571	1	2	2	6
NXT1	456	727	789	580
LINC01431	17	6	27	13
GZF1	696	943	1514	1387
NAPB	658	579	933	921
CSTL1	0	0	0	0
CST11	1	3	1	1
CST8	0	0	0	0
CST13P	0	0	0	0
CST9L	0	0	0	0
CST9	0	0	0	0
CST3	449	489	2904	1886
LOC124904965	0	1	0	0
LOC107985383	0	0	2	0
CST4	3	5	127	47
LOC105372574	0	0	1	0
LOC124904966	0	0	3	0
CST1	43	12	836	403
LOC107985432	2	1	0	0
LOC105372575	1	0	0	1
CST2	1	3	5	4
CST5	5	6	5	2
GGTLC1	0	0	0	1
LOC107985438	0	0	1	0
WAKMAR1	0	0	0	0
LINC01721	0	0	0	0
LOC105372577	0	0	0	0
SYNDIG1	119	101	430	291
LOC107985402	2	2	1	1
LOC124904881	0	1	2	1
LINC02967	9	3	6	10
CST7	2	3	6	11
APMAP	2410	3030	4373	2972
ACSS1	31	42	1	1
LOC124904882	0	0	0	0
VSX1	0	2	1	0
LOC284798	3	4	2	1
LOC101926889	10	8	18	20
ENTPD6	1728	2193	2538	2091
LOC105372579	15	9	15	16
PYGB	2289	3219	4187	3126
ABHD12	1484	1783	1940	1471
LOC105372581	32	27	30	49
GINS1	2982	3949	3266	2746
NINL	2501	2691	10749	8439
NANP	425	524	775	670
ZNF337-AS1	71	84	138	130
ZNF337	740	753	1688	1716
LOC107985400	35	16	108	153
LOC105372582	9	12	15	7
FAM182B	11	4	35	34
LOC101926935	3	1	8	12
LINC01733	1	0	0	0
LOC100134868	31	56	99	71
FAM182A	3	0	10	8
NCOR1P1	0	0	0	2
MIR663AHG	2	1	4	2
MIR663A	2	0	0	0
LOC124904967	0	0	0	0
FRG1CP	504	424	1023	796
FRG1DP	0	0	1	0
LOC105379476	0	0	0	0
FRG2EP	0	0	0	0
LOC105379477	0	0	12	4
FRG1EP	1	0	8	4
FAM242B	0	0	0	0
LOC124904968	0	0	0	0
LINC01597	33	19	31	18
LOC107985433	17	23	20	11
LOC105372586	2	0	5	0
LOC124904969	1	0	0	0
FAM242A	0	0	0	0
FRG1BP	326	306	594	477
MLLT10P1	4	6	4	5
LOC105379481	3	0	0	0
LOC102723636	34	35	123	88
LOC107987280	54	42	83	72
LOC112268265	3	1	3	1
ANKRD20A21P	2	3	4	7
LOC124904986	0	0	0	0
LOC124904970	14	10	39	21
DEFB115	0	0	0	0
DEFB116	0	0	0	0
DEFB118	0	0	0	0
LOC124900462	0	0	0	0
DEFB119	0	0	0	0
DEFB121	0	0	0	0
DEFB122	0	0	0	0
DEFB123	0	0	0	0
DEFB124	0	0	0	0
REM1	0	1	0	0
LINC00028	0	0	1	0
HM13	1780	2017	2016	1798
MCTS2	117	167	153	132
HM13-AS1	6	13	14	14
LOC107985416	7	6	27	20
LOC105372588	3	0	71	60
ID1	579	1220	9838	7694
MIR3193	2	3	73	75
COX4I2	3	3	5	2
BCL2L1	1033	1412	1016	737
LOC124904883	0	3	3	4
BCL2L1-AS1	123	91	125	136
ABALON	74	69	72	49
TPX2	7247	9163	9340	6665
MYLK2	20	10	13	11
FOXS1	6	10	11	7
DUSP15	23	24	89	68
TTLL9	13	11	38	32
PDRG1	620	619	637	425
XKR7	378	258	141	87
CCM2L	271	263	196	171
HCK	25	21	5	6
TM9SF4	3038	2634	4631	3673
TSPY26P	143	181	530	333
PLAGL2	994	1146	1656	1614
POFUT1	1479	1630	2424	1846
LOC124904884	87	96	97	84
MIR1825	0	0	0	0
LOC124904885	1	0	4	2
KIF3B	2121	2191	3419	2368
ASXL1	715	1025	5533	4722
NOL4L	830	792	2192	1667
LOC124904886	6	7	18	11
LOC101929698	3	1	14	14
LOC105372592	0	0	1	2
NOL4L-DT	0	0	0	0
C20orf203	33	3	29	56
COMMD7	950	1309	1152	768
DNMT3B	31488	48873	5649	4112
MAPRE1	4803	5432	6823	5075
LOC119746555	382	307	330	272
EFCAB8	14	11	9	8
LOC124904887	0	0	0	0
SUN5	1	0	0	0
BPIFB2	1	0	0	0
BPIFB6	0	0	0	0
BPIFB3	2	0	3	1
BPIFB4	0	1	1	1
LOC105372714	0	0	0	0
BPIFA2	0	0	0	0
BPIFA4P	0	0	0	0
BPIFA3	0	0	0	0
BPIFA1	0	0	7	5
LOC105372593	0	0	0	0
BPIFB1	0	0	35	29
LOC124904888	0	0	0	0
LOC105372594	0	0	0	0
CDK5RAP1	1277	1536	1324	912
LOC124904889	28	30	54	77
SNTA1	376	185	605	445
CBFA2T2	899	608	1551	1272
NECAB3	534	634	2485	1739
C20orf144	2	9	6	5
ACTL10	49	61	133	87
E2F1	1193	1931	1592	1379
PXMP4	130	151	353	229
LOC124904890	0	0	1	0
ZNF341	264	244	155	121
ZNF341-AS1	1	0	5	4
CHMP4B	1138	1081	2037	1349
RALY-AS1	43	56	100	51
RALY	4200	5004	5917	4230
MIR4755	3	2	4	9
EIF2S2	8349	9929	6258	5046
ASIP	9	9	42	62
AHCY	17873	18951	15080	11524
ITCH	3213	3264	5061	4326
MIR644A	0	0	0	2
DYNLRB1	1327	1530	2615	1800
MAP1LC3A	113	118	191	114
PIGU	994	1118	1328	1016
LOC105372599	2	1	5	2
TP53INP2	124	113	103	82
NCOA6	402	306	1844	1687
HMGB3P1	0	2	0	1
GGT7	904	701	1489	1282
ACSS2	1618	1139	1486	847
GSS	795	991	1323	903
MYH7B	79	56	164	173
MIR499A	0	0	1	2
MIR499B	0	0	0	0
TRPC4AP	3632	4334	5548	4363
MMP24-AS1-EDEM2	9	5	49	34
EDEM2	7	13	23	5
LOC124900460	1	1	2	1
PROCR	493	679	315	264
MMP24	249	565	146	141
MMP24OS	197	186	354	266
EIF6	2962	4328	2719	2015
FAM83C-AS1	2	1	1	4
FAM83C	2	5	8	4
UQCC1	1679	1752	1999	1858
GDF5-AS1	1	1	4	0
GDF5	10	8	24	23
MIR1289-1	3	3	8	7
CEP250	3343	1952	2227	1908
CEP250-AS1	51	38	41	51
C20orf173	4	3	6	7
ERGIC3	3092	3472	8567	6329
FER1L4	324	119	586	758
LOC124904891	9	6	3	4
SPAG4	414	147	290	310
CPNE1	5173	4349	5054	3823
RBM12	3382	5901	7999	7542
NFS1	661	840	623	436
ROMO1	1361	1703	1639	1188
RBM39	7084	7972	12394	10502
LOC124904980	11	18	18	22
PHF20	4921	3880	4303	3865
SCAND1	1073	1568	1215	761
CNBD2	3	6	5	1
NORAD	11752	13235	25330	22099
EPB41L1	963	827	1023	718
EPB41L1-AS1	0	2	6	6
LOC124904893	3	3	1	1
LOC124904892	4	3	5	4
LOC105372602	1	3	1	2
AAR2	1069	1382	1449	1097
DLGAP4	1135	1268	2013	1561
DLGAP4-AS1	132	58	84	85
MYL9	1784	3154	6395	5220
TGIF2	3750	3431	3745	3108
TGIF2-RAB5IF	0	0	0	0
RAB5IF	363	580	341	267
SLA2	22	24	94	74
NDRG3	1092	1097	1701	1135
DSN1	933	1225	1712	1272
LOC124904894	2	0	2	3
SOGA1	1734	1388	3752	4031
TLDC2	5	8	10	8
SAMHD1	1257	1601	1754	1791
RBL1	897	942	1407	1253
MROH8	198	278	505	338
RPN2	12703	13118	17150	12117
GHRH	4	1	3	0
MANBAL	465	533	811	507
LOC105372606	4	4	49	26
SRC	818	1186	5754	3444
BLCAP	1074	1394	2226	1724
NNAT	307	410	1128	638
LINC01746	0	0	1	1
LINC00489	0	0	0	0
LOC100287792	1	0	0	0
LOC105372609	0	0	0	0
CTNNBL1	1359	1606	1775	1233
LOC124904895	49	24	58	81
LOC124904896	15	8	52	47
VSTM2L	27	13	171	165
TTI1	2893	3324	3928	3210
RPRD1B	806	988	1632	1542
LOC124904898	36	44	63	86
LOC124904897	18	15	45	64
LOC124904899	1	0	1	0
TGM2	38	57	316	268
KIAA1755	4	3	2	3
LOC124904900	1	3	1	0
LOC149684	0	0	0	0
BPI	0	1	1	0
LBP	19	13	1	4
LOC124904901	36	23	33	20
SNHG17	357	340	202	194
LOC124904974	7	22	13	20
