	sample1	sample2	sample3	sample4
LOC101929007	4	23	26	5
LOC105372323	2	15	50	2
LOC400682	2	13	7	2
ZNF100	1038	293	379	955
CCNYL6	22	7	3	29
ZNF43	2834	838	1181	3839
LOC105372324	0	0	0	0
LOC105372326	0	0	0	0
LOC105372325	1	0	0	0
ZNF208	148	8	9	173
LOC124904672	1	0	0	1
LOC112268248	0	0	0	0
ZNF257	1	0	0	1
ZNF676	3	1	2	2
ZNF729	7	1	1	4
LOC105372330	0	0	0	0
ZNF98	2	1	0	2
LOC105376917	0	0	0	0
LOC101929124	0	0	0	0
LINC01233	0	0	0	0
LOC105372331	0	0	0	0
GOLGA2P9	0	0	0	0
LOC100996349	0	0	0	0
LINC01785	0	0	0	1
ZNF492	7	2	1	7
ZNF99	3	0	1	3
ZNF723	2	0	0	7
LOC105372332	0	0	0	0
ZNF728	4	0	3	2
LINC01859	0	0	0	0
LINC01858	1	0	0	0
ZNF730	4676	277	337	4410
ZNF724	3500	292	414	3054
IPO5P1	1445	1124	1362	902
ZNF91	2464	4905	5742	2868
LOC124904675	0	0	1	1
LOC124904674	0	3	2	2
LOC107985285	1	0	0	2
LINC01224	1049	60	100	949
LOC105372335	9	0	1	18
LOC105372334	1	0	0	0
LOC105372337	0	1	0	10
LOC105372338	0	1	0	1
LOC105372339	0	0	0	0
ZNF675	1280	274	345	1490
ZNF681	1060	217	211	1231
RPSA2	2449	934	1384	3195
LOC124904677	78	13	17	143
ZNF726	102	11	14	150
LOC100505851	1	0	1	5
ZNF254	1691	939	1253	2061
HAVCR1P1	2	8	6	0
LOC124904678	0	0	0	0
LOC105372345	13	6	26	31
LINC00662	160	141	196	178
LINC02987	243	148	182	220
LOC105372348	0	1	0	0
LOC105372347	0	1	0	0
LOC105372346	0	0	0	0
LOC100420587	91	4	4	106
LOC105372349	16	0	0	17
LOC124904681	14	0	0	16
LOC102724908	16	0	2	31
LOC124904679	9	0	1	4
LOC124904797	0	0	0	0
LINC00906	0	0	0	0
LOC102724958	0	0	0	0
LINC01532	0	0	0	0
LOC124904682	0	0	1	0
UQCRFS1	4902	4935	5643	3928
UQCRFS1-DT	0	5	2	1
VSTM2B-DT	0	0	0	0
LOC124904683	7	0	0	6
VSTM2B	20	0	1	42
POP4	781	567	687	550
LOC105372353	3	1	3	3
PLEKHF1	676	113	88	441
C19orf12	718	1356	1530	652
LOC107985345	3	0	1	3
CCNE1	2485	368	479	1585
URI1	3665	1587	1874	3195
LOC107985271	0	0	0	0
ZNF536	5	4	20	4
LOC124904685	6	0	0	6
LOC105372354	2	0	0	2
LINC01834	0	0	0	0
LOC105372355	0	0	0	0
LOC124900621	0	0	0	0
LOC105372356	1	2	0	3
LOC105372358	0	0	0	1
TSHZ3	571	134	24	787
LINC01791	0	0	0	1
TSHZ3-AS1	268	24	8	431
LOC124904794	55	2	1	148
LINC02841	0	0	0	0
THEG5	0	0	0	2
LOC105372361	0	0	0	0
LOC105372362	0	0	0	0
LINC01837	0	0	0	0
LOC105372364	0	0	0	0
LINC01533	0	0	0	0
LOC105376899	0	0	0	0
LINC01782	1	0	0	0
LOC124904688	1	0	0	0
ZNF507	1219	1025	1012	1882
LOC124904689	6	7	5	14
DPY19L3-DT	77	25	33	44
DPY19L3	2514	1137	1087	2621
PDCD5	2109	1283	1766	1603
ANKRD27	3320	661	808	3332
SNORA68B	0	0	0	1
RGS9BP	6	4	16	14
NUDT19	206	754	825	201
LOC124904690	27	5	16	18
TDRD12	84	9	14	60
SLC7A9	2	7	9	9
CEP89	603	618	728	590
FAAP24	126	54	59	112
RHPN2	1237	769	892	1369
GPATCH1	481	302	306	352
WDR88	1	4	6	3
LOC124904691	88	87	139	93
TRT-AGT1-3	2	2	1	1
LRP3	2651	1217	1371	2132
SLC7A10	55	0	0	71
CEBPA	172	210	113	184
CEBPA-DT	87	38	83	70
CEBPG	2478	1663	3067	1895
PEPD	2024	1018	988	1738
LOC124904692	41	8	13	24
LOC105372370	10	0	2	5
LOC100996681	0	0	0	1
CHST8	294	0	1	413
KCTD15	1543	1737	2125	1147
LOC124904693	0	0	2	2
SUNO1	231	18	33	210
LOC105372371	1	0	0	2
LSM14A	5569	3866	4512	6819
GARRE1	2020	2027	2454	1946
GPI	15747	25041	32487	23949
PDCD2L	870	307	387	655
LOC124904695	2	0	1	1
UBA2	10233	2584	3173	10623
WTIP	925	922	1017	683
ZNF807P	1	3	4	4
LOC105372374	0	0	0	1
SCGB1B2P	8	4	10	5
SCGB2B2	0	13	18	5
SCGB2B3P	1	0	0	1
ZNF302	987	1687	2158	809
ZNF181	447	706	854	389
LOC124904698	7	14	25	10
ZNF599	89	167	201	86
LOC124904696	0	0	0	0
LINC01801	24	21	26	16
LINC03049	102	25	22	107
LINC00904	0	2	0	0
LOC105372377	3	1	2	1
LINC01838	6	0	0	7
ZNF30-AS1	1	6	7	2
ZNF30	291	255	363	241
ZNF792	412	396	475	451
LOC124904699	4	1	0	1
LOC124904700	0	0	0	0
GRAMD1A	4085	1260	1256	5709
SCN1B	126	25	45	127
HPN	355	301	172	689
HPN-AS1	16	1	1	22
LOC124904701	20	0	0	16
FXYD3	13	4	5	8
MIR6887	0	0	0	0
LGI4	82	1589	1338	130
FXYD1	103	1149	1909	126
FXYD7	55	2	1	77
FXYD5	1743	118	86	1791
LOC105372379	5	0	0	0
FAM187B	3	0	0	2
LSR	5994	1346	1247	4771
LOC105372380	95	15	18	71
USF2	2305	2168	2411	2105
HAMP	1	8	8	1
MAG	4	0	1	2
CD22	7	3	2	9
MIR5196	0	0	0	0
FFAR1	6	0	0	10
FFAR3	1	0	0	0
GPR42	0	0	0	0
LINC01531	0	3	8	0
LOC101927522	0	1	2	0
FFAR2	1	0	0	0
KRTDAP	7	9	10	22
LOC124904703	20	3	8	42
DMKN	2756	711	1212	2358
SBSN	2	1	6	3
GAPDHS	406	240	286	254
TMEM147-AS1	371	279	497	284
TMEM147	2711	1570	1885	2155
ATP4A	44	2	3	31
LOC124904704	0	2	2	3
PMIS2	0	0	0	2
LINC01766	1	0	1	0
HAUS5-DT	3	0	0	4
HAUS5	1130	385	462	758
RBM42	2153	2072	2200	1539
ETV2	25	13	14	23
COX6B1	3817	6292	7509	3679
UPK1A	19	2	7	97
UPK1A-AS1	19	0	4	86
ZBTB32	104	17	19	80
KMT2B	1767	1403	1342	2080
IGFLR1	125	40	60	104
U2AF1L4	192	329	499	154
PSENEN	1154	1189	1412	987
LIN37	142	243	295	120
HSPB6	4	18	21	9
PROSER3	251	249	273	277
ARHGAP33	325	168	240	416
LINC01529	10	1	5	13
PRODH2	0	11	0	3
NPHS1	29	4	9	27
KIRREL2	148	6	34	185
LOC107985317	0	2	0	4
APLP1	303	752	984	366
LOC124904705	1	2	1	0
NFKBID	230	59	43	166
HCST	22	16	10	24
TYROBP	0	2	1	0
LRFN3	443	616	501	453
LOC105372383	19	15	11	14
SDHAF1	510	302	422	471
SYNE4	638	98	91	509
ALKBH6	417	278	372	309
LOC101927572	26	6	9	19
CLIP3	224	508	505	308
THAP8	194	324	519	223
WDR62	2772	208	163	1730
OVOL3	16	0	1	9
POLR2I	1461	702	859	1109
TBCB	2351	1601	1828	1895
LOC105372385	3	0	7	2
CAPNS1	4299	6820	8867	3666
COX7A1	29	391	540	31
ZNF565	135	102	94	70
ZNF146	9434	2625	3557	8620
LOC107985304	33	13	11	60
LOC124904707	14	12	15	22
LOC100134317	12	5	5	19
LINC00665	1497	566	822	1164
ZFP14	912	671	765	879
ZFP82	1627	605	892	1629
LOC644189	6	1	4	5
ZNF566	463	278	343	371
ZNF566-AS1	37	27	36	38
ZNF260	2881	1415	1619	2164
ZNF529	877	642	816	853
ZNF529-AS1	114	110	163	133
ZNF382	469	955	1363	396
ZNF461	270	244	276	232
ZNF567	816	328	453	730
ZNF567-DT	15	12	24	20
ZNF850	8607	1336	1488	6950
LOC728485	540	80	176	392
ZNF790-AS1	85	51	67	86
ZNF790	336	407	606	341
ZNF345	287	104	130	168
ZNF829	792	240	210	658
ZNF568	395	380	506	383
ZNF420	792	597	703	693
LOC105372390	9	11	22	17
ZNF585A	722	521	743	858
ZNF585B	667	537	790	593
ZNF383	302	321	404	339
LINC01535	46	22	38	39
LOC284412	17	4	3	21
ZNF875	1803	1622	2046	2030
ZNF527	212	357	434	178
ZNF569	1015	322	473	1033
ZNF570	602	483	720	587
ZNF793-AS1	72	111	135	71
ZNF793	526	294	417	414
LOC124904708	42	27	50	40
ZNF571-AS1	10	53	60	27
ZNF540	14	32	23	9
ZNF571	156	109	179	164
ZFP30	409	827	1219	414
ZNF781	17	110	106	25
ZNF607	973	570	761	849
ZNF573	352	154	264	315
LOC105372394	10	5	4	12
LOC644554	145	79	106	146
WDR87BP	52	13	25	49
LOC105372395	0	1	1	0
WDR87	2	1	3	4
LOC107985301	1	0	1	0
SIPA1L3	2339	1286	1127	2118
LOC105372396	1	0	0	4
SNORD152	2	0	0	0
DPF1	264	126	217	163
PPP1R14A	81	25	80	110
SPINT2	7970	3521	3646	7010
YIF1B	1707	895	1178	1695
C19orf33	0	0	0	0
KCNK6	657	113	80	941
CATSPERG	29	40	51	53
LOC124904798	3	1	2	4
PSMD8	5559	3912	4395	4442
GGN	60	49	41	58
SPRED3	211	102	69	177
FAM98C	88	144	162	93
RASGRP4	57	6	3	86
RYR1	805	3842	1139	1029
LOC124904710	4	0	1	2
MAP4K1	180	12	18	205
MAP4K1-AS1	1	0	0	3
EIF3K	5999	5477	6886	5683
ACTN4	8545	6681	9121	6800
LOC107985291	9	6	8	15
CAPN12	36	9	21	54
LOC124904711	9	4	8	12
LGALS7	1	0	1	0
LGALS7B	1	0	0	7
LGALS4	2	8	10	2
ECH1	1200	3881	3108	1581
LOC124904712	165	54	65	143
HNRNPL	12470	4395	5884	10690
RINL	398	81	136	351
SIRT2	352	575	389	393
NFKBIB	711	317	343	513
CCER2	10	12	7	12
SARS2	1560	645	769	1248
MRPS12	1616	877	1076	1085
LOC124904713	19	18	27	22
FBXO17	803	562	1238	879
FBXO27	667	369	538	585
ACP7	10	0	0	3
PAK4	1384	1728	1599	1322
LOC124904714	6	3	2	9
LOC124904716	4	4	3	6
NCCRP1	32	62	29	32
SYCN	0	2	0	1
LOC124904717	5	1	0	5
IFNL3	0	1	0	2
IFNL4	4	1	2	2
IFNL2	0	0	0	0
IFNL1	0	0	0	1
LRFN1	246	365	384	189
GMFG	4	6	6	7
SAMD4B	3436	3127	2719	3243
PAF1	1285	1942	2030	866
MED29	1602	1494	1817	1086
ZFP36	180	189	180	176
MIR4530	0	0	0	0
TRI-TAT1-1	1	3	3	3
PLEKHG2	1556	1369	1432	1212
RPS16	11130	6147	6478	17599
SUPT5H	5776	5493	5726	4412
SNORD175	18	3	2	4
TIMM50	3925	1834	2353	3097
LOC124904718	89	23	38	74
DLL3	245	80	140	297
SELENOV	154	3	8	159
EID2B	96	63	90	107
EID2	744	867	1030	523
LOC105372399	0	0	0	0
LGALS13	0	0	0	0
LOC100129935	0	1	11	0
LGALS16	0	1	0	0
LGALS17A	0	0	0	0
LGALS14	0	0	0	0
CLC	2	0	0	0
LEUTX	1	0	0	0
LOC124904719	4	0	0	5
DYRK1B	301	834	863	251
MIR6719	5	2	4	2
FBL	5492	1171	1271	8224
FCGBP	53	30	17	56
LOC124904722	2	1	1	1
LOC124904720	7	1	2	6
PSMC4	4292	2570	3240	2849
ZNF546	101	267	373	125
ZNF780B	1081	1104	1439	781
ZNF780A	907	968	1169	822
MAP3K10	546	433	505	523
TTC9B	6	5	5	7
CCNP	29	5	1	23
AKT2	3437	2451	2725	2730
LOC107985289	11	4	5	15
MIR641	28	18	19	26
C19orf47	439	485	541	338
PLD3	6701	18503	13556	6187
MIR6796	1	0	0	0
HIPK4	17	24	24	29
PRX	425	257	413	533
SERTAD1	269	361	448	208
SERTAD3	648	1367	1514	515
SERTAD3-AS1	19	23	12	14
BLVRB	824	444	595	854
SPTBN4	81	19	46	81
SHKBP1	1550	836	748	1650
LTBP4	1378	731	848	1454
NUMBL	458	228	336	434
COQ8B	1186	1107	1292	1013
ITPKC	730	890	1031	665
ACTMAP	357	350	430	618
SNRPA	4869	1455	1824	5587
MIA	1	0	1	1
MIA-RAB4B	0	0	0	0
RAB4B-EGLN2	0	0	0	0
RAB4B	0	0	0	0
EGLN2	8	2	2	3
CYP2T1P	47	42	53	58
CYP2A6	2	6	7	2
CYP2A7	1	4	4	2
CYP2G1P	1	0	2	0
CYP2B7P	8	5	5	24
CYP2B6	36	0	0	21
CYP2A13	16	0	0	13
CYP2F1	3	0	0	1
LOC124904790	27	6	11	34
CYP2S1	4507	71	43	3889
AXL	1995	3655	4283	1467
HNRNPUL1	8767	5698	6064	8196
LOC105372401	41	16	21	38
CCDC97	452	511	585	392
TGFB1	276	1052	1220	316
B9D2	84	81	90	74
TMEM91	110	113	228	109
EXOSC5	1645	222	408	1347
BCKDHA	1348	1861	2535	1544
B3GNT8	42	109	158	26
DMAC2	1889	1757	2167	1613
ERICH4	0	0	1	1
LOC107985329	0	0	0	0
PCAT19	0	1	1	0
LINC01480	4	0	0	4
CEACAM21	0	25	32	0
LOC105372404	0	0	0	0
CEACAM4	0	0	0	0
LOC105372405	0	0	0	0
CEACAM7	0	0	0	0
CEACAM5	0	0	0	0
CEACAM6	0	0	0	1
LOC112268252	0	0	0	0
CEACAM3	0	0	0	0
LYPD4	0	0	0	1
DMRTC2	0	0	0	0
RPS19	34542	15046	16553	32588
MIR6797	11	1	1	12
CD79A	9	4	3	6
ARHGEF1	1657	757	681	1709
ERFL	5	1	5	11
RABAC1	1734	1460	1509	1463
ATP1A3	908	639	1447	1049
GRIK5	860	184	280	991
ZNF574	1390	743	830	1119
POU2F2	93	15	5	143
LNROP	3	1	0	4
MIR4323	2	0	0	2
DEDD2	1226	824	991	934
ZNF526	842	431	492	601
GSK3A	1459	840	929	1307
ERF	1551	2211	2090	1230
CIC	2296	2933	3032	2253
PAFAH1B3	1230	771	698	986
PRR19	80	29	35	61
TMEM145	44	22	57	67
MEGF8	5008	12516	11750	5735
MIR8077	1	0	0	0
CNFN	83	16	15	94
LOC101930071	0	0	0	0
LIPE-AS1	29	66	143	52
LIPE	240	257	312	202
CXCL17	2	4	2	4
CEACAM1	38	14	3	75
LOC105372407	3	1	0	5
CEACAM8	0	2	0	4
PSG3	0	0	0	1
PSG8	0	0	0	0
PSG8-AS1	0	0	0	0
PSG10P	0	0	0	0
PSG1	0	0	0	0
PSG6	0	0	0	0
PSG7	0	0	0	0
PSG11	0	0	0	0
PSG2	0	0	0	0
PSG11-AS1	0	0	0	0
PSG5	0	0	0	0
PSG4	0	0	0	0
LOC284344	0	0	0	0
PSG9	0	0	0	0
PRG1	1	0	0	1
CD177	10	0	0	7
TEX101	2	0	0	2
LYPD3	70	5	21	85
PHLDB3	230	468	645	313
ETHE1	330	293	370	328
ZNF575	10	10	9	3
XRCC1	1295	1176	1204	1167
PINLYP	113	32	42	101
IRGQ	3841	6082	5782	2828
ZNF576	428	264	283	275
ZNF428	231	1074	950	170
SRRM5	18	10	10	11
LOC105372411	34	24	33	26
CADM4	559	1552	1579	444
PLAUR	355	42	29	281
LOC124904724	7	1	2	3
LOC105372412	0	2	0	2
IRGC	1	0	1	0
SMG9	782	955	1245	926
KCNN4	18	0	0	21
LYPD5	28	0	0	33
ZNF283	663	547	693	493
ZNF404	134	100	155	206
LOC100505715	106	61	86	126
ZNF45-AS1	107	20	40	97
ZNF45	925	747	813	657
ZNF221	1319	711	874	1302
ZNF155	288	266	335	220
ZNF230-DT	13	10	14	11
ZNF230	168	121	176	170
ZNF222-DT	12	0	3	13
ZNF222	194	179	289	136
ZNF223	335	337	452	288
ZNF284	324	237	316	299
ZNF224	192	177	188	150
ZNF225-AS1	84	29	52	74
ZNF225	429	366	485	332
ZNF234	619	521	645	479
ZNF226	722	1361	1319	696
ZNF227	926	504	592	804
LOC124904726	28	35	59	25
ZNF233	122	119	157	123
ZNF235	124	232	216	112
ZNF112	301	420	447	275
ZNF285	173	218	330	288
ZNF229	584	580	592	465
ZNF180	819	384	467	676
CEACAM20	0	0	1	0
CEACAM22P	1	1	0	2
IGSF23	2	2	0	0
PVR	993	878	947	809
MIR4531	1	0	0	0
CEACAM19	61	129	160	75
LOC107985306	3	0	0	4
CEACAM16	1	1	1	2
BCL3	48	96	140	81
MIR8085	0	0	0	0
CBLC	430	18	2	458
BCAM	1334	6729	7930	1244
NECTIN2	4895	5448	5292	4115
TOMM40	6303	2198	2675	4763
APOE	18006	16086	16850	16001
APOC1	936	215	232	796
APOC1P1	17	2	2	17
APOC4	0	0	0	0
APOC4-APOC2	1	0	0	1
APOC2	0	0	0	0
CLPTM1	2900	3569	3054	2444
RELB	493	124	126	448
CLASRP	1301	558	662	1203
ZNF296	78	6	15	158
GEMIN7	444	264	330	529
GEMIN7-AS1	13	6	5	10
PPP1R37	1378	1412	1561	1158
NKPD1	41	37	54	82
LOC105372420	1	0	1	1
TRAPPC6A	501	634	884	659
BLOC1S3	151	178	163	167
EXOC3L2	104	51	75	221
MARK4	1282	1922	1987	1666
CKM	5	15640	26262	15
KLC3	102	23	24	122
ERCC2	2888	1213	1730	2764
PPP1R13L	343	752	1193	585
POLR1G	566	87	109	332
ERCC1	926	1421	1671	901
MIR6088	0	0	0	0
FOSB	32	30	32	61
TRU-TCA1-1	2	5	8	6
RTN2	654	1423	1002	551
PPM1N	156	11	11	127
LOC107985314	20	32	30	31
VASP	5805	2787	2772	4283
LOC107985315	20	1	4	7
OPA3	1285	1704	2149	1247
GPR4	2	3	3	2
EML2	578	456	800	847
MIR330	2	0	0	3
EML2-AS1	8	0	13	9
GIPR	38	201	270	56
MIR642A	0	0	0	0
MIR642B	0	0	0	0
SNRPD2	7628	2538	3115	7082
QPCTL	821	264	436	899
FBXO46	1157	858	856	1208
MEIOSIN	8	2	5	3
SIX5	773	1609	1783	654
DM1-AS	12	10	8	6
DMPK	531	2796	3499	436
DMWD	965	1423	1494	843
RSPH6A	15	5	9	11
SYMPK	2073	1488	1495	2325
FOXA3	642	76	43	584
IRF2BP1	1102	1374	1457	821
MYPOP	183	194	137	202
NANOS2	0	0	0	3
NOVA2	161	13	12	270
CCDC61	248	40	56	268
MIR769	1	0	1	1
PGLYRP1	22	2	6	23
LOC105372421	8	1	4	14
IGFL4	11	6	8	11
IGFL2	2	5	1	0
IGFL3	2	3	1	1
LOC105372424	0	1	0	0
IGFL2-AS1	0	0	0	0
LOC93429	0	2	0	0
IGFL1	0	0	0	0
LOC124904728	0	0	0	0
HIF3A	216	615	1089	280
PPP5C	3690	2733	3011	3220
LOC105372426	114	82	166	124
CCDC8	1702	3890	5162	1159
PNMA8C	146	20	7	126
PNMA8A	2001	3470	4331	1672
PNMA8B	242	448	600	228
PPP5D1P	27	7	15	28
CALM3	5027	5818	5297	4711
LOC124904729	13	8	8	17
PTGIR	3	24	2	6
GNG8	2	27	29	13
DACT3	62	3714	3823	82
DACT3-AS1	6	88	74	3
PRKD2	1401	534	530	1378
MIR320E	3	1	0	7
LOC107987269	29	3	3	13
STRN4	4364	2915	3163	3965
FKRP	920	942	1058	571
SLC1A5	13702	2207	3498	11271
SNAR-E	1	1	2	2
AP2S1	3557	1875	1767	2979
LOC124904791	64	16	17	81
ARHGAP35	6164	8107	8559	7060
NPAS1	139	120	273	298
TMEM160	897	454	386	642
ZC3H4	4127	2061	1963	3219
SAE1	10365	3667	4759	8352
LOC124904730	72	9	10	118
BBC3	1069	475	748	1070
MIR3190	0	0	0	0
MIR3191	0	0	0	0
LOC124904731	8	3	10	5
CCDC9	709	591	701	779
INAFM1	0	0	0	0
C5AR1	4	5	2	8
C5AR2	4	1	2	7
DHX34	2416	1336	1399	1928
MEIS3	1005	1093	1626	1085
SLC8A2	155	13	19	246
KPTN	292	241	232	332
NAPA-AS1	16	13	18	10
NAPA	1246	1409	1486	1061
ZNF541	2	4	0	5
BICRA	163	160	127	259
EHD2	109	106	106	93
LOC124904733	5	0	0	6
NOP53	5211	2855	2495	6034
SNORD23	77	9	7	44
NOP53-AS1	8	2	3	13
SELENOW	7047	14989	18332	5637
TPRX1	0	1	0	0
CRX	5	4	4	8
TPRX2	0	0	0	0
LINC01595	0	0	0	0
SULT2A1	2	0	0	0
SNAR-A12	0	0	0	0
SNAR-C5	0	0	0	0
SNAR-A1	0	0	0	0
SNAR-A3	0	0	0	0
SNAR-C2	0	0	0	0
SNAR-A2	0	0	0	0
SNAR-C4	0	0	0	0
SNAR-A13	0	0	0	0
SNAR-C3	2	0	0	0
SNAR-C1	0	0	0	0
BSPH1	0	0	0	0
ELSPBP1	0	0	0	1
CABP5	0	0	0	0
PLA2G4C	217	98	119	259
PLA2G4C-AS1	2	0	0	6
LIG1	4168	794	701	3399
LOC107985293	13	1	0	10
ZSWIM9	127	112	117	250
CARD8	600	741	911	709
LOC124904734	0	0	0	0
CARD8-AS1	11	29	33	7
ZNF114-AS1	3	1	1	4
ZNF114	377	67	131	348
ODAD1	55	28	51	58
LOC124904735	5	9	21	17
EMP3	217	269	378	199
TMEM143	268	215	337	291
SYNGR4	1	1	0	5
KDELR1	4458	3731	3256	4952
GRIN2D	557	57	40	810
GRWD1	2880	933	911	1836
KCNJ14	19	38	58	25
LOC105372430	2	0	0	1
CYTH2	2251	1855	1789	1732
LMTK3	506	117	185	510
SULT2B1	17	4	0	19
FAM83E	169	9	9	141
SPACA4	11	1	2	11
RPL18	22491	9690	11405	22537
SPHK2	1074	388	265	598
DBP	249	271	400	301
CA11	716	315	337	764
SEC1P	16	6	3	14
NTN5	3	1	0	0
LOC105372431	9	8	4	5
FUT2	59	9	6	43
LOC105447645	3	4	5	2
MAMSTR	68	47	79	60
RASIP1	313	91	94	366
LOC124904737	8	1	0	2
IZUMO1	52	2	4	39
FUT1	936	65	70	769
FGF21	9	2	1	8
BCAT2	809	1468	1909	778
LOC105372432	32	10	12	36
HSD17B14	113	151	159	239
PLEKHA4	624	413	534	543
PPP1R15A	571	1401	1679	807
TULP2	28	12	17	47
NUCB1	3314	4536	4676	2953
NUCB1-AS1	10	4	2	3
DHDH	63	48	29	87
BAX	3222	1138	1143	3546
FTL	41094	8040	5872	38894
GYS1	2299	7535	10283	2694
RUVBL2	5377	2238	2719	4437
MIR6798	0	0	0	0
LHB	41	6	17	32
LOC101059948	3	1	1	2
LOC124904738	7	2	2	4
CGB3	0	0	0	1
SNAR-G2	37	2	3	24
CGB2	3	0	0	4
CGB1	1	0	0	0
SNAR-G1	22	1	1	26
CGB5	0	0	0	0
CGB8	1	0	0	0
CGB7	25	52	43	31
NTF4	68	222	208	56
KCNA7	3	280	234	12
SNRNP70	8711	3658	5046	7493
LIN7B	44	122	161	33
C19orf73	17	12	7	30
PPFIA3	706	265	474	736
HRC	203	10252	12573	333
TRPM4	293	1861	2825	325
LOC107985340	3	0	0	3
SLC6A16	31	103	140	80
MIR4324	0	0	2	1
CD37	37	33	52	48
TEAD2	5422	2473	2757	3793
DKKL1	34	82	89	71
LOC101928295	20	17	15	13
KASH5	2	0	0	1
LOC124904740	0	0	0	1
PTH2	2	15	25	3
GFY	29	48	81	19
SLC17A7	35	9	14	68
PIH1D1	3450	1245	1508	3208
ALDH16A1	2305	1091	979	1681
FLT3LG	35	9	8	23
RPL13A	55990	20313	23268	57612
SNORD32A	202	29	31	134
SNORD33	18	21	15	26
SNORD34	12	2	2	10
SNORD35A	208	18	22	216
RPS11	27779	12083	13689	28004
SNORD35B	65	9	16	59
MIR150	1	0	0	1
FCGRT	532	524	608	537
RCN3	517	117	127	601
NOSIP	2171	1764	1951	1557
PRRG2	97	22	11	91
PRR12	1612	1162	987	1891
RRAS	301	243	512	399
SCAF1	2935	2820	2839	2450
IRF3	2469	820	897	1860
BCL2L12	2000	380	431	1765
PRMT1	14893	5599	7212	13044
MIR5088	0	0	0	0
ADM5	168	15	9	121
CPT1C	661	558	677	660
TSKS	12	0	0	21
LOC105372434	0	1	0	2
AP2A1	3835	3349	3376	3810
MIR6799	0	0	0	0
LOC124904742	9	4	3	6
FUZ	564	281	343	422
LOC105372435	1	0	1	3
MED25	1010	860	776	979
MIR6800	0	0	0	0
PTOV1-AS1	29	43	52	25
PTOV1	2613	3809	3635	2421
MIR4749	0	0	0	0
PTOV1-AS2	219	80	97	144
PNKP	1368	426	472	1307
AKT1S1	871	1080	968	804
TBC1D17	348	288	336	272
LOC124904743	56	11	26	44
MIR4750	0	0	0	0
IL4I1	22	1	4	18
NUP62	4168	1872	2111	3205
ATF5	302	390	1097	180
MIR4751	0	0	0	0
SIGLEC11	2	0	0	2
LOC124904802	0	0	0	0
LOC124904745	0	0	0	0
SIGLEC16	17	1	7	11
VRK3	770	746	852	764
ZNF473	592	361	490	522
LOC124904744	85	7	9	88
ZNF473CR	4	0	1	11
SNAR-A4	0	0	0	0
SNAR-A14	0	0	0	0
SNAR-A5	0	0	0	0
SNAR-A6	0	0	0	0
SNAR-A7	0	0	0	0
SNAR-A8	0	0	0	0
SNAR-A9	0	0	0	0
SNAR-A10	0	0	0	0
SNAR-A11	0	0	0	0
SNAR-B1	0	0	0	0
LOC105372436	71	8	19	49
SNAR-B2	0	0	0	0
SNAR-D	0	0	0	0
IZUMO2	16	0	1	24
LOC124904746	0	1	0	2
MYH14	1075	227	123	822
KCNC3	70	265	369	116
LOC105372437	12	16	14	12
NAPSB	36	12	22	34
NAPSA	18	7	14	25
NR1H2	1556	983	1261	1250
POLD1	6394	1074	1490	5302
SPIB	334	7	4	141
MYBPC2	144	3	9	124
GARIN5A	160	85	104	194
EMC10	3944	10000	10126	2838
JOSD2	45	225	220	30
LOC124904747	2	0	8	1
ASPDH	12	2	3	29
LRRC4B	69	278	251	74
SNAR-F	1	0	0	0
SYT3	134	22	10	120
C19orf81	70	58	92	70
SHANK1	23	62	75	39
CLEC11A	88	126	71	91
GPR32	0	0	0	1
SMIM47	2	1	0	1
LOC105372439	21	3	7	24
ACP4	142	6	13	164
C19orf48P	4643	914	1171	3618
SNORD88B	46	3	0	22
SNORD88A	63	4	1	33
SNORD88C	26	3	1	23
LINC01869	4	0	1	2
KLK1	4	0	0	1
KLK15	1	0	0	0
LOC105372441	0	0	0	0
KLK3	1	0	0	0
KLK2	0	0	0	0
KLKP1	0	0	0	0
KLK4	4	0	0	3
PPIAP59	4	1	1	6
KLK5	46	0	0	40
LOC105372442	0	0	0	3
KLK6	24	41	3	38
KLK7	24	1	1	30
KLK8	96	3	0	107
KLK9	3	0	0	8
KLK10	43	5	3	82
KLK11	5	0	0	8
KLK12	3	0	1	2
KLK13	52	7	8	63
KLK14	4	0	0	12
CTU1	326	169	260	270
SIGLEC9	0	0	0	0
LOC124904749	0	0	0	1
SIGLEC7	0	0	0	0
LOC101928517	1	0	0	1
SIGLEC17P	1	0	0	0
LOC107985327	0	0	0	0
MIR8074	0	0	0	0
LOC124904751	0	0	0	0
CD33	0	0	0	1
SIGLECL1	0	0	0	0
LINC01872	0	0	0	0
LOC107985326	0	0	0	0
IGLON5	563	119	68	790
VSIG10L	307	179	193	377
ETFB	852	3128	3850	700
CLDND2	39	19	31	58
NKG7	1	0	1	3
LOC124904752	0	0	0	0
LIM2	0	0	0	0
LIM2-AS1	0	0	0	0
C19orf84	40	1	0	45
SIGLEC10	33	4	7	57
SIGLEC10-AS1	16	2	1	7
SIGLEC8	0	0	0	0
CEACAM18	0	0	0	0
SIGLEC12	0	0	0	0
SIGLEC6	0	0	0	0
ZNF175	531	395	460	557
LINC01530	9	9	8	3
SIGLEC5	1	0	0	0
LOC124904753	0	0	0	0
SIGLEC14	0	0	0	0
LOC124904796	0	0	0	0
SPACA6	114	108	121	105
SPACA6-AS1	6	8	10	9
MIR99B	0	2	0	0
