	SRX22253792	SRX22253793	SRX22253794	SRX22253795	SRX22253796	SRX22253797	SRX22253798	SRX22253799	SRX22253800	SRX22253801	SRX22253802	SRX22253803	SRX22253804	SRX22253805	SRX22253806	SRX22253807	SRX22253808	SRX22253809	SRX22253810	SRX22253811	SRX22253812
MIR6870	0	1	0	0	2	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0
LINC01752	0	1	0	0	0	0	0	0	3	0	0	0	2	0	1	0	0	0	0	0	1
LOC107985398	0	0	0	2	0	0	0	0	0	0	2	2	0	0	0	0	2	0	0	0	1
LOC101929413	0	0	0	0	0	0	0	0	6	1	2	3	0	0	0	0	1	0	0	0	0
LINC02871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904960	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
LOC339593	0	0	0	0	2	0	0	0	0	1	2	0	3	3	0	1	1	0	0	0	0
LOC105372529	1	1	2	8	11	1	3	1	6	15	3	3	8	10	0	5	9	18	17	10	1
LOC107985384	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LINC00687	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BTBD3	942	988	2031	1857	2160	1729	1717	2335	1240	930	692	1735	1349	1785	1525	1086	1677	1094	1146	1292	1213
LOC124904869	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
LOC107985406	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
LOC124904870	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	6	2	3	3
LOC107985407	3	3	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	3	4	0	2
LOC124904871	2	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	2	0	2	1	1
LOC105372532	1	8	7	9	7	0	0	0	0	0	0	0	0	0	0	0	0	4	3	3	6
LINC01722	2	0	1	7	1	2	0	1	0	0	0	0	0	0	0	0	0	0	7	3	2
LOC102606466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372535	1	1	0	1	4	0	2	5	0	0	0	0	0	0	0	0	0	4	0	0	1
LINC01723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPTLC3	4	6	33	49	56	1204	1007	1379	256	342	90	454	856	685	121	258	1080	8	12	13	13
TASP1	203	193	245	232	252	166	174	235	225	161	133	227	238	336	208	184	218	228	296	272	268
ISM1	43	39	31	39	26	22	20	45	5	10	2	17	41	20	5	32	25	16	22	16	30
ISM1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904872	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	2	1	1
ESF1	1903	1889	1890	1662	1723	956	942	1459	975	698	577	711	666	645	684	445	636	1797	1731	2268	2223
NDUFAF5	287	301	252	275	283	193	187	267	587	442	482	423	477	400	374	221	351	281	284	283	326
SEL1L2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
MACROD2	40	20	71	78	79	94	77	109	221	197	216	203	181	139	240	95	249	40	30	45	68
FLRT3	16	39	1489	1861	1357	8989	8574	13004	1119	1140	802	591	1347	1490	1081	768	842	18	24	21	9
LOC124904873	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MACROD2-IT1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
MACROD2-AS1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0
LOC613266	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
LOC124904874	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
KIF16B	436	371	621	735	835	558	693	813	538	523	357	577	569	599	625	489	697	449	483	470	428
LOC124904875	0	5	4	7	3	0	2	6	2	1	1	2	3	5	8	0	7	6	10	1	8
LOC105372541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372542	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SNRPB2	1504	1805	1974	1934	2110	1289	1199	1666	1716	1252	1037	1938	1760	1542	1748	1115	1437	1822	1826	2129	1545
OTOR	0	1	0	2	0	0	1	0	0	0	0	1	0	0	1	0	1	2	0	0	0
LOC105372544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCSK2	67	94	94	139	148	8	5	15	1	0	0	18	17	9	13	9	8	23	48	47	42
LOC105372546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFSP1	36	24	106	76	101	41	29	37	49	60	38	106	66	59	57	35	69	42	37	37	54
DSTN	2647	3211	4591	4615	4902	4021	4171	5827	12521	10293	8154	9732	9774	8380	8698	6580	8534	3560	3897	4540	3051
RRBP1	3006	4155	7237	8419	9889	4937	6376	7690	4498	3198	2005	11906	10091	11725	13454	13598	8167	5546	6459	6445	3517
BANF2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0
LOC105372547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC105372548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNX5	2487	2331	3051	2875	3169	2426	2702	3564	1660	1267	1027	2188	1636	1678	1761	1189	2031	2636	3385	3243	3022
SNORD17	24	26	35	43	37	8	10	9	13	1	4	4	7	5	10	5	6	46	44	43	25
MGME1	1805	1713	1299	1533	1649	765	731	1103	711	456	382	837	643	778	630	552	830	1576	1686	1902	2033
OVOL2	74	95	178	170	189	590	434	604	23	13	6	27	84	76	0	25	80	94	128	119	133
KAT14	646	538	1107	1012	1080	1091	1197	1335	591	499	452	616	695	647	665	369	689	625	766	869	913
PET117	0	2	3	3	4	4	6	8	5	4	0	0	1	0	1	0	2	4	1	3	1
LOC124904876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372551	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF133	360	255	386	511	546	408	411	632	325	269	263	556	440	463	453	403	437	331	454	328	424
ZNF133-AS1	2	1	0	2	1	2	2	2	2	5	2	1	0	2	3	0	1	2	0	1	1
LOC124904978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DZANK1	191	167	164	145	191	128	101	169	98	78	53	80	135	119	105	62	110	130	193	160	218
LOC124904877	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2
POLR3F	555	435	565	502	554	300	360	440	407	327	255	351	360	345	405	289	315	450	592	542	606
MIR3192	0	1	2	1	4	1	0	2	1	0	0	0	0	1	2	0	0	0	4	0	2
RBBP9	724	784	780	766	888	452	454	611	855	628	513	861	978	888	873	585	870	594	726	750	721
SEC23B	1643	2197	1822	2049	2144	1434	1478	1991	1401	1109	486	1644	1648	1969	1830	1557	1447	1606	1643	1975	1751
SMIM26	603	520	541	614	659	455	493	622	748	591	352	762	628	620	612	382	581	488	538	571	665
LOC124904878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DTD1	816	974	961	1080	1141	516	497	621	472	418	232	768	818	799	755	416	578	1099	1211	1271	1063
DTD1-AS1	3	0	1	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	5	0	3
LINC00652	2	6	2	5	5	0	0	1	2	3	2	0	2	6	14	2	6	2	3	6	2
LCDR	9	12	27	30	36	25	16	43	28	19	24	63	23	22	28	19	17	23	21	12	22
SCP2D1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
SCP2D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724734	0	0	0	0	0	0	0	0	1	1	4	1	0	1	1	0	1	0	0	0	0
LOC107985442	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
LOC101929547	1	0	8	1	8	1	0	0	7	0	9	8	0	0	8	0	4	2	4	0	5
SLC24A3	16	30	119	148	164	27	22	46	497	69	900	525	219	165	957	371	123	96	95	114	17
LOC124904879	5	11	5	12	7	1	3	1	9	0	22	10	3	5	1	3	3	13	15	17	4
SLC24A3-AS1	0	0	0	1	0	0	0	0	1	0	3	0	1	0	0	0	0	0	4	2	5
RIN2	14	13	135	183	229	763	780	1095	1925	969	1872	2130	1205	1153	5170	1421	1394	13	21	17	23
NAA20	508	664	751	682	735	573	571	809	1892	1247	1071	1429	1285	1298	1334	882	1140	603	547	733	575
CRNKL1	1166	1228	1393	1339	1539	874	960	1346	1366	1021	839	1108	1171	1249	1315	862	1213	1043	1193	1379	1304
CFAP61	5	4	2	4	9	9	0	0	30	11	10	2	2	9	1	6	7	10	7	11	4
LOC124904880	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC105372554	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CFAP61-AS1	6	4	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
INSM1	90	30	11	15	18	26	8	10	0	1	0	9	3	0	0	1	8	46	53	37	99
RALGAPA2	836	793	925	1302	1240	1000	1110	1730	1250	1031	604	1074	1730	2323	1595	1050	1908	1077	1259	1301	910
LOC105372555	1	0	2	1	2	3	0	2	1	0	1	0	0	0	1	0	0	2	2	2	5
LINC00237	11	10	2	3	7	3	0	1	0	0	0	0	0	0	0	0	3	9	10	7	12
KIZ	985	499	988	972	1324	395	340	557	285	294	189	478	230	334	344	340	414	1048	1538	1420	1316
KIZ-AS1	5	1	8	12	21	6	6	9	3	0	1	4	1	5	2	1	1	13	15	14	14
XRN2	6597	6993	6891	6957	7313	3657	3862	5298	3907	3195	2251	4031	4440	4701	4573	2844	4058	6236	6556	8002	7539
NKX2-4	7	0	5	3	6	0	0	0	0	0	0	0	0	0	0	0	0	5	7	5	17
LOC105372558	1	2	2	1	1	0	0	3	0	0	0	0	2	0	0	0	0	1	2	2	0
LOC112268271	62	47	50	47	79	16	14	23	0	0	0	0	0	0	1	0	0	86	81	67	78
NKX2-2	5	1	12	6	10	0	0	0	0	0	0	1	0	0	0	0	3	1	0	2	2
BETALINC1	1	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	5	3	7	0
LINC01727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAX1	0	0	1	1	0	2	1	8	0	1	0	2	1	0	0	1	1	0	0	0	1
LINC01432	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC284788	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372564	0	0	0	2	0	4	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0
LINC00261	4	9	2334	1753	2323	6036	3314	5576	124	642	33	387	1795	893	4	164	1745	2	0	0	6
FOXA2	109	216	986	934	1158	1596	1108	1809	169	155	60	198	655	685	2	182	614	3	3	0	33
LNCNEF	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
LINC01747	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC124904963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904962	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
LOC105372567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985449	0	0	0	0	0	0	0	0	1	0	2	0	0	0	2	1	0	0	0	0	0
LOC101929707	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0
SSTR4	0	0	6	6	1	0	0	0	0	2	1	0	1	1	0	0	3	0	0	0	0
THBD	6	4	16	12	15	48	20	30	337	127	219	1265	373	1420	2033	1515	377	5	16	12	4
LOC124904964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD93	0	0	2	2	4	29	2	9	58	101	39	1008	57	79	4	9	67	2	7	3	0
LINC00656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
LOC100505664	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NXT1-AS1	0	2	1	0	1	1	2	3	4	1	1	2	1	0	2	0	1	0	1	0	0
LOC105372571	1	1	1	1	2	0	0	2	7	7	4	3	2	3	1	0	2	3	1	1	3
NXT1	175	216	245	293	318	200	222	237	226	201	121	486	295	389	410	303	349	220	202	225	181
LINC01431	7	2	6	5	6	1	9	1	7	8	3	4	11	6	11	5	3	6	5	8	9
GZF1	372	299	477	442	486	435	433	599	664	502	515	695	609	631	684	534	583	328	441	391	369
NAPB	649	446	383	379	489	319	311	557	411	315	305	319	342	316	286	208	328	285	407	283	658
CSTL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CST11	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
CST8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CST13P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CST9L	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
CST9	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
CST3	319	313	490	610	784	754	905	1013	2113	1788	1242	4436	3902	4064	3004	2681	3635	163	214	171	318
LOC124904965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985383	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CST4	0	0	0	1	1	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0
LOC105372574	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904966	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CST1	16	60	1237	2603	2412	239	243	244	6	15	82	16	101	17	1	8	8	13	12	8	9
LOC107985432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372575	3	7	2	0	0	0	0	0	3	0	0	1	1	1	0	0	0	2	1	0	0
CST2	1	0	5	4	21	1	0	3	3	0	0	6	6	7	2	1	3	0	0	0	0
CST5	1	3	1	1	6	0	0	0	15	32	1	4	64	47	17	11	23	0	0	0	1
GGTLC1	0	0	0	0	0	1	0	1	1	0	0	0	2	2	0	0	0	0	0	0	0
LOC107985438	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
WAKMAR1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
LINC01721	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYNDIG1	63	19	424	423	526	144	246	223	451	398	253	262	188	180	172	152	313	88	71	53	136
LOC107985402	0	2	0	1	2	2	0	2	0	0	0	3	0	1	0	0	1	0	0	0	0
LOC124904881	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02967	1	0	4	2	3	6	27	25	29	54	7	31	90	77	3	28	55	0	4	0	2
CST7	39	96	27	30	79	19	440	292	202	261	29	0	2	1	0	1	0	68	143	83	219
APMAP	1814	1770	1644	2020	2401	1500	1797	2227	1892	1596	1194	3344	3316	3298	3974	2294	2938	1387	1591	1654	2073
ACSS1	54	51	24	18	26	4	8	12	27	10	4	114	44	71	1	32	176	68	67	61	60
LOC124904882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VSX1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
LOC284798	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
LOC101926889	7	4	3	11	4	3	4	1	40	24	38	10	10	14	13	8	18	1	6	3	4
ENTPD6	790	701	966	1051	1144	821	776	1026	1033	1083	636	1418	1509	1301	1080	665	1292	684	783	754	855
LOC105372579	4	0	3	2	1	3	4	2	18	16	23	25	10	18	5	7	18	4	1	0	0
PYGB	1261	1403	2330	2447	2850	2869	2582	3441	9723	8368	6116	9303	8098	8252	7476	5025	8954	1653	1682	2006	1444
ABHD12	906	956	925	1032	1142	658	752	925	1325	1130	737	1976	2123	2016	1681	1195	1799	856	1078	954	1189
LOC105372581	2	1	1	0	2	0	1	0	0	0	1	0	0	1	1	0	0	3	1	2	1
GINS1	1835	2029	1962	2144	2274	794	812	1129	475	348	278	666	518	613	417	235	581	2065	1873	2379	2083
NINL	691	646	1940	1961	2673	1870	1606	2449	911	764	710	1662	1455	1695	3504	865	1737	578	661	600	737
NANP	247	290	383	333	408	186	198	292	264	187	179	351	252	218	452	203	251	239	285	300	249
ZNF337-AS1	13	16	38	18	30	26	23	30	53	39	46	21	34	25	44	10	35	16	19	32	31
ZNF337	236	300	334	378	499	282	255	395	360	288	303	422	377	472	360	371	441	167	196	201	235
LOC107985400	14	9	19	14	31	8	8	15	89	81	80	75	46	49	55	42	80	10	8	11	13
LOC105372582	0	2	2	1	1	0	6	1	2	3	0	3	1	0	7	4	2	1	0	1	2
FAM182B	0	0	0	1	2	1	1	0	1	1	0	19	5	4	54	6	2	1	0	2	0
LOC101926935	2	1	0	0	1	1	0	1	1	0	0	3	2	0	2	0	2	0	0	0	1
LINC01733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100134868	0	0	0	0	1	4	0	1	3	1	1	0	0	0	1	0	0	0	2	0	1
FAM182A	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0
NCOR1P1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR663AHG	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	2	0	0
MIR663A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FRG1CP	263	276	472	589	678	786	895	1316	432	299	283	456	401	434	511	352	347	291	345	327	316
FRG1DP	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
LOC105379476	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
FRG2EP	0	3	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
LOC105379477	0	1	0	1	2	3	1	7	7	3	2	3	2	2	7	2	2	0	2	1	1
FRG1EP	1	1	0	0	3	5	0	1	5	1	5	4	8	1	0	2	3	0	2	2	2
FAM242B	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC124904968	2	1	2	1	4	0	0	2	0	0	0	2	0	0	8	3	1	2	2	0	2
LINC01597	10	1	0	2	4	0	3	7	1	0	0	0	0	0	2	3	2	4	8	3	10
LOC107985433	9	3	3	5	0	1	1	1	2	0	0	0	0	3	0	0	4	11	13	0	7
LOC105372586	1	0	0	1	0	1	0	0	1	0	0	1	5	1	0	0	6	0	0	0	1
LOC124904969	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM242A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRG1BP	254	246	341	462	530	372	401	542	379	272	264	370	347	392	370	310	397	185	244	225	224
MLLT10P1	1	4	2	1	2	1	0	1	2	0	3	3	0	0	1	4	1	2	6	1	2
LOC105379481	1	3	2	2	3	1	0	1	7	4	1	4	4	7	5	7	12	4	5	2	0
LOC102723636	29	19	40	35	33	21	20	37	27	11	20	21	26	31	61	34	18	16	21	18	38
LOC107987280	72	77	51	48	81	27	27	40	26	20	21	51	31	26	32	36	41	30	55	41	49
LOC112268265	2	4	2	0	0	0	0	0	0	4	1	5	3	1	0	2	0	2	2	4	2
ANKRD20A21P	1	0	0	0	3	0	1	1	0	1	0	1	3	4	1	0	0	1	1	1	2
LOC124904986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904970	34	33	25	47	61	63	82	121	38	18	26	33	73	43	88	78	41	38	52	62	10
DEFB115	15	5	8	18	12	7	8	15	24	13	16	19	23	18	9	12	9	1	14	11	15
DEFB116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB118	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC124900462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB122	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB123	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB124	0	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
REM1	0	0	0	0	1	0	0	5	0	1	0	247	1	13	30	36	18	0	3	0	1
LINC00028	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
HM13	1628	1985	2158	2437	2729	1909	2012	2596	2986	2557	1760	4864	5264	5221	5354	4145	3274	1733	2015	2214	1719
MCTS2	67	66	108	63	65	42	46	49	85	53	59	85	85	93	3	4	3	52	79	46	115
HM13-AS1	9	7	5	9	16	8	8	13	9	11	14	10	15	9	8	9	7	8	6	1	10
LOC107985416	3	1	6	2	4	5	1	5	0	0	1	1	5	0	3	3	11	1	0	1	1
LOC105372588	0	0	4	2	0	1	1	3	0	3	0	0	6	3	1	0	0	0	0	0	0
ID1	765	376	4952	7065	7284	5714	7125	9840	755	577	128	2615	3281	5955	3074	1194	2851	818	901	918	921
MIR3193	0	0	1	4	3	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	3
COX4I2	3	0	0	0	2	0	2	1	0	1	0	1	5	6	0	5	4	0	0	0	2
BCL2L1	2762	1464	1288	1564	1431	2193	1908	2369	2888	2158	1436	2277	4169	4946	2342	1974	2565	1560	2044	1736	3494
LOC124904883	8	0	3	4	3	4	4	0	3	2	6	0	0	0	0	1	2	4	0	0	6
BCL2L1-AS1	100	19	35	17	13	34	19	14	60	30	72	10	36	20	10	19	26	44	66	25	85
ABALON	141	72	43	68	55	34	37	33	65	62	40	58	111	173	81	50	73	36	21	28	142
TPX2	8047	8183	7470	9063	10774	4265	4888	6594	2441	1377	506	4731	2043	3082	2809	1472	3377	7218	9239	8877	9084
MYLK2	1	6	7	13	5	1	4	5	6	2	7	9	5	15	28	9	3	7	3	6	7
FOXS1	1	0	0	1	2	4	1	5	3	0	1	401	10	105	417	184	27	0	1	0	2
DUSP15	24	12	43	41	77	109	75	116	145	62	123	306	180	143	351	211	116	16	31	18	44
TTLL9	6	5	7	4	12	14	3	18	21	12	13	4	17	24	22	11	12	1	0	3	8
PDRG1	616	544	508	566	606	422	435	542	1155	854	760	1134	1213	1118	1689	715	831	476	603	504	704
XKR7	267	342	439	468	455	222	242	263	22	33	6	83	123	86	16	79	194	283	391	344	442
CCM2L	85	83	103	87	77	23	41	25	8	6	3	55	10	10	17	11	22	77	113	94	186
HCK	50	45	20	38	43	8	8	7	0	0	3	0	1	0	0	0	1	41	51	33	103
TM9SF4	2284	2077	3043	3794	4497	3844	3941	5422	3533	3080	2370	6580	5051	5630	6090	4673	5275	2060	2409	2103	2532
TSPY26P	20	12	109	86	87	73	66	101	86	44	50	160	86	92	124	107	134	49	51	46	46
PLAGL2	2570	1763	2349	2565	2807	1927	1986	2595	4158	3334	2354	4443	4112	4409	4275	2921	4660	1886	2128	2036	2887
POFUT1	1468	1325	1893	2025	2267	1532	1516	1953	2803	2091	1624	3642	3247	3402	3968	2915	2821	1348	1473	1453	1745
LOC124904884	34	31	33	39	34	19	23	31	17	21	28	13	14	28	12	15	16	22	43	32	40
MIR1825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIF3B	1865	2206	3041	3203	3649	1832	1899	2431	4357	3376	2558	3873	4989	5229	5066	3349	3769	2143	2151	2607	2070
ASXL1	967	1361	3354	3958	5003	4171	3811	6015	4951	4565	3485	7140	6362	7231	6446	4703	6641	1220	1129	1480	966
NOL4L	660	554	1387	1484	1951	1903	1894	2986	2314	1683	1858	4316	3158	3745	4702	3805	3240	1071	1195	1164	825
LOC124904886	3	0	8	12	15	8	5	15	13	20	18	33	32	18	45	11	24	1	5	9	6
LOC101929698	2	0	1	0	1	0	5	4	0	2	4	0	5	2	0	1	4	0	0	0	0
LOC105372592	0	0	1	0	0	0	0	1	4	1	4	2	1	2	5	1	1	0	0	0	0
NOL4L-DT	0	0	2	1	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0
C20orf203	2	3	8	8	23	37	39	66	3	7	12	22	4	9	9	21	18	12	10	15	3
COMMD7	686	705	743	826	758	934	954	1208	1874	1620	1131	1923	1879	1732	1751	1136	1789	1159	1323	1350	946
DNMT3B	15044	17079	18608	20772	18257	3698	5169	5201	184	177	109	670	464	449	258	342	569	52721	54038	75451	21762
MAPRE1	4371	4918	5324	5487	6148	3220	3757	5127	6851	5674	4156	6339	6470	5164	6110	3733	5152	5035	5384	5847	5161
LOC119746555	97	83	154	144	151	74	118	110	121	70	58	121	74	62	47	43	49	106	148	88	144
EFCAB8	13	3	9	8	5	1	2	4	3	1	0	2	0	2	1	3	1	4	4	1	4
LOC124904887	0	0	0	2	0	0	4	1	0	0	0	0	0	0	0	0	0	2	1	1	2
SUN5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BPIFB2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
BPIFB6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
