	SRX2023641	SRX2023642	SRX2023643	SRX2023644	SRX2023645	SRX2023646	SRX2023647	SRX2023648	SRX2023649	SRX2023650	SRX2023651	SRX2023652	SRX2023653	SRX2023654	SRX2023655	SRX2023656	SRX2023657	SRX2023658	SRX2023660	SRX2023661	SRX2023662	SRX2023663	SRX2023664	SRX2023665	SRX2023666	SRX2023667
MIR3615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NHERF1	420	447	432	188	509	404	502	491	838	942	761	809	668	0	2253	2253	1002	944	289	303	71	40	53	66	18	21
NAT9	172	89	63	40	78	79	96	122	160	139	185	200	164	0	208	183	193	143	68	79	64	55	50	58	42	36
TMEM104	144	148	182	83	194	169	358	384	848	784	768	731	697	0	528	746	362	339	155	180	145	112	127	126	129	103
GRIN2C	6	4	1	2	9	2	2	3	8	12	22	25	20	0	14	19	10	4	6	8	1	3	2	1	3	2
FDXR	104	61	51	24	86	51	34	36	123	173	167	180	145	0	33	37	29	28	38	32	13	11	18	23	11	17
FADS6	7	1	2	2	3	3	7	7	2	1	2	0	2	0	4	6	9	10	2	2	0	0	0	1	0	1
USH1G	22	5	2	6	16	10	5	7	0	2	3	3	3	0	1	1	2	2	5	4	1	0	1	1	1	0
OTOP2	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTOP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HID1	105	78	87	35	108	92	42	74	47	65	74	63	65	0	92	117	282	245	202	234	389	277	76	88	158	159
HID1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
LOC124904058	7	3	1	2	3	5	0	2	12	2	4	2	2	0	1	2	0	4	4	1	0	2	0	5	0	6
CDR2L	81	81	96	22	89	121	80	98	164	136	131	128	114	0	40	38	68	57	27	40	34	65	26	18	14	27
MRPL58	283	229	265	112	283	244	242	317	376	321	390	481	347	0	570	513	593	512	175	189	226	256	200	225	232	251
KCTD2	160	167	161	93	214	172	336	371	390	366	491	493	442	0	413	272	309	254	148	197	161	175	181	201	199	205
TRR-CCT1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRR-CCT2-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRR-TCG3-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP5PD	420	515	357	185	525	476	508	525	733	678	785	953	642	0	531	388	448	385	522	565	512	721	717	863	1000	1051
SLC16A5	73	45	40	18	59	49	75	99	66	67	60	66	53	0	37	41	35	33	37	35	39	26	31	40	17	23
ARMC7	18	33	31	13	32	18	33	38	75	70	70	70	62	0	83	90	108	83	38	32	35	29	34	30	30	20
NT5C	82	90	93	30	100	89	85	101	87	100	133	139	115	0	150	123	179	162	79	77	100	92	65	66	79	77
JPT1	606	569	520	241	704	533	466	570	1319	1213	1661	1862	1468	0	1029	582	804	677	261	294	292	384	352	395	367	394
LOC107985034	14	20	28	14	39	24	52	74	54	73	92	82	79	0	55	56	59	56	17	18	9	17	9	8	12	12
SUMO2	1372	939	1208	542	1295	916	2624	2791	2073	2252	2529	2873	2202	0	1871	1676	1799	1637	760	880	569	629	690	789	640	740
NUP85	389	332	367	179	394	312	614	750	589	555	829	831	758	0	722	505	700	661	206	182	147	175	203	211	197	215
GGA3	456	316	351	140	436	328	501	609	635	584	659	684	597	0	615	636	628	570	296	306	338	302	229	244	209	216
MRPS7	324	259	268	124	314	283	444	432	553	504	635	659	570	0	533	363	484	434	287	284	285	310	385	407	465	419
MIF4GD	56	43	33	13	47	26	44	44	44	53	40	50	36	0	56	56	65	68	44	32	34	38	34	29	39	34
MIF4GD-DT	4	5	0	0	0	2	1	7	2	3	2	5	2	0	2	7	5	3	0	2	4	3	2	2	0	0
SLC25A19	29	18	22	10	31	28	24	25	31	31	23	20	16	0	20	17	10	11	16	9	16	16	8	9	11	10
LOC124904059	1	0	0	0	1	0	0	1	9	1	4	1	4	0	0	0	0	0	0	0	1	0	3	1	1	0
GRB2	454	491	501	222	570	474	616	771	1193	1233	1133	1240	1026	0	853	695	748	730	440	502	461	504	426	440	452	436
LOC124904060	10	5	5	2	6	6	6	12	5	5	6	7	5	0	3	9	1	9	3	1	0	0	3	2	2	3
MIR3678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM94	337	178	211	96	260	185	394	381	694	668	711	714	634	0	491	567	579	533	373	453	370	321	322	307	299	294
MIR6785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASKIN2	53	64	79	33	90	53	84	80	167	187	172	215	158	0	123	148	159	152	104	91	199	129	94	93	95	99
TSEN54	67	71	50	24	74	60	69	84	118	83	97	75	86	0	86	69	76	88	44	74	56	70	29	55	38	61
LLGL2	159	134	119	44	170	133	50	69	148	148	177	184	163	0	179	188	356	315	95	96	127	114	41	43	49	52
MYO15B	32	11	7	2	12	7	23	17	37	15	35	24	30	0	50	58	70	53	51	49	21	20	22	12	10	7
RECQL5	84	55	53	18	69	43	106	86	130	133	183	160	167	0	141	142	162	168	61	57	39	47	38	53	29	28
SMIM5	2	0	3	1	1	1	4	12	9	5	6	7	5	0	8	12	13	9	1	3	1	2	7	4	4	5
SMIM6	0	0	1	0	1	0	4	7	11	7	12	10	12	0	15	7	11	10	1	2	2	0	0	2	4	1
LOC107985013	0	0	0	0	0	1	4	4	1	4	9	6	7	0	2	3	6	3	1	0	1	0	0	1	1	2
SAP30BP	318	231	226	111	282	246	340	371	596	609	726	751	640	0	565	338	585	504	184	208	183	221	190	204	196	222
ITGB4	27	17	15	11	29	11	6	2	6	1	4	5	3	0	6	7	4	7	3	1	2	1	2	1	1	1
GALK1	31	35	16	8	45	27	12	9	20	16	17	17	16	0	24	25	15	18	18	25	11	13	9	11	10	5
H3-3B	2007	1323	1507	670	1779	1503	2726	2889	3750	3620	4163	4183	3699	0	5068	6262	5378	4857	1139	1186	968	817	638	831	556	582
MIR4738	0	2	0	0	0	0	0	0	1	0	2	0	2	0	0	0	0	2	0	0	0	0	2	0	0	0
UNK	315	197	253	91	275	207	550	617	525	465	617	603	550	0	756	814	813	702	272	257	215	228	284	310	283	231
UNC13D	12	10	12	8	22	16	6	7	4	6	5	1	4	0	11	11	8	10	9	9	11	10	6	14	7	7
WBP2	299	259	281	130	376	237	242	245	754	751	585	678	525	0	483	436	459	399	358	401	557	522	292	314	306	273
TRIM47	14	18	10	5	10	6	10	17	33	17	17	19	16	0	6	3	4	5	5	3	8	7	9	10	7	3
TRIM65	203	154	166	92	188	180	97	92	54	44	101	86	91	0	86	63	64	72	56	50	38	41	38	36	18	15
MRPL38	110	102	106	41	109	84	65	89	120	150	141	157	132	0	137	110	128	121	66	78	84	85	73	77	102	81
FBF1	26	12	12	8	12	9	35	50	41	50	37	34	34	0	28	19	14	11	22	15	4	6	12	9	8	8
ACOX1	276	244	221	132	342	222	447	527	1221	1012	633	695	574	1	356	292	282	251	494	518	540	525	579	647	704	652
TEN1-CDK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TEN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904061	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CDK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EVPL	0	2	1	0	4	1	1	0	0	0	1	0	1	0	1	5	3	0	0	1	0	0	1	1	0	0
SRP68	489	342	348	155	420	329	808	850	1472	1063	1416	1727	1278	0	803	648	707	655	456	420	398	448	443	493	496	480
GALR2	1	3	2	1	4	4	6	10	19	14	14	18	13	0	10	8	9	10	0	2	4	1	1	4	0	5
ZACN	0	0	0	0	0	0	0	2	5	4	2	7	2	0	13	10	11	10	3	3	2	8	2	1	1	1
EXOC7	358	349	315	141	371	321	736	881	1042	1037	982	908	882	0	794	777	815	706	381	443	505	439	445	482	509	470
MIR6868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928447	9	2	1	0	3	2	0	0	0	0	0	0	0	0	1	3	5	6	0	0	0	0	0	0	0	0
FOXJ1	10	2	3	3	6	3	4	3	1	0	1	1	1	0	5	9	9	9	1	1	0	0	0	2	0	0
RNF157-AS1	10	6	4	4	2	5	8	5	5	14	3	6	4	0	4	7	12	8	3	9	2	0	3	0	4	5
RNF157	80	84	32	23	71	35	97	94	92	83	121	174	109	0	188	203	161	143	91	102	41	44	39	42	33	55
LOC105371896	2	0	0	1	3	2	2	0	3	0	1	0	1	0	3	1	3	4	2	1	0	0	2	2	2	1
UBALD2	40	36	22	12	37	31	31	55	59	39	46	53	38	0	143	110	232	244	52	44	54	50	43	70	58	55
QRICH2	14	17	15	14	17	4	75	85	118	100	111	80	102	0	91	92	98	93	48	23	25	25	62	64	63	48
PRPSAP1	222	129	145	75	185	147	296	387	543	511	591	595	545	1	256	221	230	224	303	314	187	269	246	308	286	268
LOC124904120	1	2	0	0	1	0	2	0	3	1	3	4	3	0	1	4	1	3	0	1	0	1	0	0	0	0
SPHK1	10	2	2	4	5	1	5	9	22	24	30	31	25	0	44	26	39	31	29	25	35	42	26	36	24	25
UBE2O	387	412	406	140	507	326	451	466	550	455	529	573	490	0	471	446	452	386	369	356	272	297	321	336	332	337
AANAT	3	0	1	0	0	0	1	1	4	5	2	1	2	0	3	1	1	0	2	4	0	0	1	0	2	0
RHBDF2	50	37	33	11	47	35	22	39	17	15	41	20	38	0	9	9	18	8	11	14	8	5	6	11	16	4
CYGB	9	4	1	0	3	4	7	8	5	4	3	7	3	0	4	11	5	4	12	14	2	2	14	12	12	6
PRCD	6	3	3	0	3	2	11	4	9	16	14	11	14	0	3	4	10	5	15	16	6	7	17	16	9	8
SNHG16	2123	2299	1976	1009	2893	2343	2706	2860	2516	2412	3879	3913	3447	0	2562	1674	2356	2102	1638	1840	938	996	1345	1461	1456	1237
SNORD1C	1	2	0	1	4	2	1	5	3	2	1	4	1	0	1	0	0	4	0	0	0	0	1	0	0	0
SNORD1B	0	2	0	0	0	0	7	4	1	5	5	2	5	0	2	1	0	3	1	0	2	0	0	1	0	0
SNORD1A	1	4	4	1	0	1	15	5	4	12	9	18	8	0	4	5	2	2	2	1	3	0	0	1	1	0
ST6GALNAC2	13	11	4	2	4	12	24	28	16	12	7	12	5	0	9	13	19	14	5	5	1	0	3	5	9	8
LOC122455342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST6GALNAC1	0	0	1	0	0	0	3	3	4	4	0	0	0	0	0	1	2	1	2	0	0	0	0	1	0	0
LOC105274304	3	5	3	1	2	2	14	9	3	5	5	7	4	0	20	12	11	11	6	5	3	1	5	6	9	2
MXRA7	194	255	137	73	163	167	332	363	4069	3231	3381	3556	2968	0	1473	1246	1252	1182	1563	1782	1781	1729	2789	2980	2782	2670
JMJD6	80	92	85	41	94	61	177	205	404	317	500	545	453	0	223	140	144	136	152	187	180	213	263	273	257	254
METTL23	286	249	170	93	261	184	221	236	282	248	230	257	206	0	191	192	195	186	205	205	171	160	117	168	125	147
SRSF2	2318	1661	2935	1366	2480	2135	4812	5642	3975	3861	3392	3697	2983	0	7140	5109	6033	5542	2506	2391	1039	1479	1363	1701	1415	1449
MIR636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MFSD11	61	51	53	24	59	39	195	170	272	308	306	395	280	0	258	252	186	179	454	444	144	195	368	419	360	311
LINC02080	0	1	0	0	0	0	3	1	1	1	3	4	3	0	2	2	2	0	2	3	1	2	5	2	3	2
LOC107985089	1	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGAT5B	26	17	22	7	13	16	32	39	13	5	18	11	18	0	1	9	6	2	0	2	2	0	0	0	1	0
LOC105371899	2	1	0	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNHG20	17	22	17	14	20	15	26	34	36	40	28	54	23	0	20	9	17	19	11	13	6	6	22	17	17	15
SEC14L1	938	618	659	272	671	634	1117	1158	1870	2424	2715	3144	2408	0	1803	1224	2369	2187	959	1065	932	1158	627	824	675	646
SCARNA16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MIR6516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105371901	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	2	0	0	1	0	0	0	0
LACAT1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0
SEPTIN9-DT	1	0	1	0	1	1	1	1	0	0	0	0	0	0	1	2	3	2	1	0	0	0	0	0	0	0
SEPTIN9	696	521	507	262	665	521	1024	1035	1365	1200	1537	1633	1351	0	1868	2380	1643	1595	541	606	431	316	541	534	661	639
LOC124904062	0	0	0	0	0	0	1	0	1	0	1	0	1	0	2	3	1	1	0	3	0	0	0	0	0	0
MIR4316	0	0	0	0	0	0	1	1	1	0	0	0	0	0	2	2	2	0	0	0	1	0	0	0	0	1
LOC112268199	15	21	21	16	21	19	179	198	78	68	89	92	79	0	115	142	78	79	38	39	22	19	40	43	41	53
LOC112268198	3	2	2	0	3	3	55	44	18	34	29	19	29	0	27	37	22	12	16	13	6	6	15	23	20	24
LOC105371903	4	7	4	4	4	5	62	85	68	39	45	60	43	0	58	81	40	35	15	15	8	0	26	15	23	25
LOC400622	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	4	0	1	3	0	0	0	0	0	2	2
LOC100507351	0	0	0	0	2	0	1	2	0	1	1	3	1	0	1	0	0	0	0	0	0	2	0	0	1	0
LOC124904103	6	3	0	0	3	1	1	2	0	1	2	3	2	0	0	1	1	1	1	2	1	0	2	1	4	3
LOC107985079	0	0	0	0	0	0	0	0	3	0	7	4	4	0	1	3	0	0	0	0	0	1	0	0	0	0
LINC01987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105371908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LINC01973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105371909	1	1	0	2	3	0	3	4	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
TNRC6C	1115	360	352	172	561	430	1278	1355	906	655	1028	1091	955	0	1016	919	1089	1148	418	461	278	316	491	530	548	556
TMC6	107	88	63	34	121	80	150	142	183	149	148	144	133	1	197	193	235	244	197	181	309	299	119	132	71	111
TMC8	6	6	3	1	7	5	11	11	1	0	1	4	0	0	0	3	4	4	1	4	4	2	3	4	0	2
C17orf99	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	1	1	0
SYNGR2	203	214	172	76	234	201	87	106	474	648	530	524	475	0	269	231	248	253	394	438	633	602	507	483	464	483
TK1	269	270	218	117	267	228	263	290	160	187	347	420	314	0	570	468	690	595	20	36	34	24	129	134	109	102
AFMID	161	87	67	45	128	111	74	89	77	126	123	147	111	1	105	70	110	103	125	115	68	95	68	77	77	82
BIRC5	1049	809	615	256	826	655	778	905	622	494	831	795	759	0	1921	1211	1542	1263	145	160	90	94	355	413	319	345
TMEM235	2	0	0	0	1	0	2	1	0	0	1	0	1	0	4	1	2	1	1	2	1	0	0	0	0	1
LOC105371910	0	0	0	0	0	2	0	0	0	0	0	2	0	0	2	2	3	0	3	0	0	0	0	1	0	0
LINC01993	1	0	0	0	3	0	3	7	2	1	0	0	0	0	2	2	4	1	0	0	2	0	0	0	0	1
LOC124904063	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105371912	0	1	2	0	1	2	1	2	3	2	0	4	0	0	4	2	3	0	2	1	2	1	0	1	3	0
LOC124904064	0	0	1	0	0	0	0	1	1	0	1	1	1	0	0	2	0	1	0	1	0	0	0	0	0	0
SOCS3	62	62	92	51	107	95	138	173	175	175	138	224	130	0	512	579	612	618	138	184	364	246	60	61	48	65
SOCS3-DT	7	7	6	2	3	3	0	3	4	5	5	2	5	0	9	10	7	6	6	6	4	8	1	1	1	1
PGS1	237	133	155	101	161	151	259	339	584	525	584	575	521	0	411	348	440	432	219	217	209	210	129	158	134	155
LOC124900399	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
DNAH17	19	14	5	8	14	12	15	27	11	8	21	14	19	0	12	14	12	17	11	16	6	11	8	5	8	8
DNAH17-AS1	6	3	3	3	9	6	5	5	0	0	0	0	0	0	1	3	0	2	2	0	0	0	0	0	0	0
LOC124904065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCAT1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904066	1	1	0	1	0	0	0	0	2	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CYTH1	110	59	70	30	86	74	172	221	344	321	332	302	303	0	124	184	121	102	229	180	147	156	135	170	178	167
USP36	478	397	476	260	583	436	839	1003	866	736	1150	1110	1028	0	971	1035	1135	1029	451	472	450	372	273	272	295	285
LOC124904067	7	6	5	2	13	8	20	21	21	21	9	16	9	1	27	26	29	18	37	22	15	9	12	11	5	14
TIMP2	218	246	225	122	297	259	362	417	2280	2231	2023	2153	1803	0	547	444	519	457	575	506	452	571	820	907	1069	1066
LOC124904068	0	0	0	0	0	0	4	1	5	2	10	3	11	0	4	4	2	2	1	0	0	1	1	2	2	2
CEP295NL	4	2	7	0	5	6	9	15	47	32	32	28	29	0	14	24	14	13	5	9	6	4	15	20	15	16
LGALS3BP	221	224	101	60	209	133	80	87	13	19	27	20	26	0	73	66	57	54	84	103	32	25	196	228	334	327
CANT1	120	90	78	45	127	85	231	281	522	439	293	292	271	0	425	448	403	336	141	137	149	157	134	155	124	122
C1QTNF1-AS1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	7	5	6	1	16	39	35	49
C1QTNF1	2	0	4	1	0	2	13	14	8	5	4	6	4	0	19	19	14	8	14	10	8	2	14	9	15	14
ENGASE	48	6	16	14	14	16	42	40	62	42	41	48	38	0	34	29	34	29	57	45	51	45	34	45	39	39
RBFOX3	68	58	69	31	72	57	20	13	5	2	7	1	5	0	2	6	15	11	2	4	4	3	1	0	0	0
LOC124904069	18	11	9	7	12	12	0	3	3	1	0	2	0	0	1	2	3	0	0	0	0	0	0	0	0	0
MIR4739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02078	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENPP7	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0
LOC124904070	1	1	0	0	1	0	1	1	1	0	1	1	1	0	4	1	2	1	0	0	0	0	0	0	0	0
CBX2	290	292	288	139	321	248	413	496	221	210	252	225	231	0	375	327	336	317	89	91	41	45	24	33	27	31
CBX8	4	1	1	0	3	0	8	3	15	27	14	28	12	0	40	48	39	31	10	15	14	9	9	16	13	8
LOC124904071	1	0	0	0	0	0	0	2	0	2	0	0	0	0	1	1	1	0	0	2	0	0	1	0	0	0
LINC01977	0	0	0	1	0	0	0	2	0	6	8	3	5	0	6	4	7	0	7	8	3	1	3	5	1	5
CBX4	11	7	5	2	8	10	14	22	114	60	130	137	114	0	116	153	260	250	97	79	135	100	80	91	101	101
LINC01979	0	0	2	0	0	0	0	0	0	0	2	4	2	0	4	3	0	0	2	0	0	0	1	1	1	0
LINC01978	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0
TBC1D16	539	608	576	253	734	627	499	540	437	482	693	614	630	0	351	417	435	382	219	210	237	218	149	132	128	151
LOC124904073	8	6	8	1	4	3	38	38	20	16	36	30	35	0	21	20	57	37	2	9	1	2	7	4	1	4
LOC124904072	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC40	51	31	23	18	33	33	58	73	57	51	75	72	71	0	46	58	52	49	46	43	27	28	31	30	36	27
LOC124904074	2	1	1	2	1	3	6	5	6	3	6	1	5	0	4	5	0	3	1	2	1	2	1	0	1	2
MIR1268B	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAA	166	106	153	54	205	87	134	173	214	228	200	198	175	0	230	303	278	217	127	136	114	82	83	86	85	76
EIF4A3	553	542	610	225	577	515	724	820	736	764	825	864	745	0	604	494	644	565	286	351	192	284	269	359	315	360
CARD14	2	3	2	1	2	1	7	7	10	1	5	8	6	0	8	5	4	2	1	4	2	0	2	0	0	2
SGSH	73	44	50	30	72	61	80	132	194	199	181	174	161	0	160	150	126	98	111	98	108	103	65	64	55	67
SLC26A11	53	37	47	26	42	33	93	111	172	190	157	179	142	0	117	109	91	76	114	99	101	90	47	58	57	43
RNF213	1053	942	677	398	1158	951	1576	1729	1803	1416	1518	1488	1409	1	1546	1723	1743	1836	707	753	551	517	607	654	631	610
RNF213-AS1	2	4	1	0	5	2	15	14	12	12	18	19	14	0	17	24	10	8	10	8	2	10	18	12	14	10
ENDOV	32	13	11	3	23	14	55	52	92	77	137	147	125	0	106	75	111	78	70	55	30	34	33	47	53	44
MIR4730	0	0	0	0	0	0	2	2	5	5	8	10	7	0	5	1	5	3	0	3	2	2	2	0	1	0
NPTX1	110	199	96	49	98	85	10	11	6	7	8	27	8	0	16	7	32	31	4	1	9	11	0	0	1	1
RPTOR	142	105	112	63	122	97	341	337	451	375	500	527	468	0	437	495	526	455	120	152	214	179	196	158	141	140
LOC105371922	6	0	2	0	2	0	19	21	9	8	19	17	16	0	6	18	14	14	5	5	2	1	3	4	5	4
LOC101928855	1	1	2	2	2	0	10	13	18	4	9	7	7	0	8	12	12	15	6	1	2	1	6	3	6	1
LOC124904076	3	2	6	1	1	0	2	3	3	9	13	6	10	0	9	9	8	7	4	2	2	3	3	2	4	1
LOC124904075	1	1	0	1	0	0	7	1	4	0	5	5	4	0	3	2	1	2	0	0	0	0	2	2	2	2
LOC400627	2	1	0	1	1	0	2	0	7	4	13	5	13	0	6	5	7	7	0	3	3	4	0	3	1	0
CHMP6	33	23	18	10	29	21	25	38	83	68	76	79	69	0	85	71	78	72	30	16	23	29	27	37	29	37
LOC124904077	13	3	3	2	10	8	14	22	46	46	62	75	59	0	48	43	43	51	41	44	20	19	14	16	10	16
LOC124904078	2	0	0	0	1	0	0	0	1	2	4	0	3	0	1	2	1	1	6	8	0	2	1	1	2	1
BAIAP2-DT	24	14	20	10	9	17	29	42	65	67	64	63	54	0	62	79	62	54	66	67	50	62	58	79	81	81
BAIAP2	50	40	48	25	51	38	53	69	181	123	208	257	192	0	155	174	188	160	43	45	63	54	35	25	38	25
AATK	6	3	1	0	3	1	3	0	2	1	3	2	3	0	11	16	5	6	14	7	3	6	2	9	8	4
MIR657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MIR3065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904079	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	3	0	0	2	1	0	0	2	1	0	1
MIR1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904080	2	0	3	0	4	1	0	2	1	1	2	1	2	0	12	4	12	12	1	3	0	0	3	5	3	3
PVALEF	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	3	1	0	0	1	0	0	0	0	0	0
CEP131	77	42	66	27	51	50	47	63	87	61	74	65	71	0	66	70	55	56	33	24	25	31	32	30	28	28
TEPSIN	21	18	19	14	27	23	17	27	104	64	74	69	66	0	130	125	72	89	35	32	31	22	11	19	15	27
LOC105371925	1	0	0	0	0	0	1	0	4	0	1	6	1	0	2	5	1	4	0	0	0	0	0	0	0	0
LOC124904081	0	0	0	0	2	0	1	1	2	1	1	0	1	0	4	1	3	0	0	1	0	0	0	1	0	0
NDUFAF8	90	35	60	30	64	45	48	56	131	118	172	147	144	0	95	109	107	72	42	41	50	65	80	81	71	99
SLC38A10	65	41	54	28	62	46	119	153	243	215	298	296	276	0	161	225	137	160	82	85	80	76	88	114	74	105
LOC124904082	3	1	0	0	1	1	2	2	10	1	7	0	6	0	3	0	2	2	2	4	1	0	1	2	2	0
LINC00482	0	0	0	0	0	0	1	3	3	1	0	0	0	0	0	0	0	1	2	1	0	1	0	0	0	2
TMEM105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
LOC112268186	0	4	0	0	0	0	31	32	50	39	47	68	41	1	61	54	54	31	4	9	5	2	2	7	8	5
LOC124904083	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LINC03048	0	0	0	0	0	0	2	2	1	0	3	2	3	0	3	6	3	2	2	2	2	0	1	2	1	1
BAHCC1	1	2	0	0	4	0	171	238	136	154	219	210	199	0	216	239	199	176	93	98	94	102	76	55	103	89
MIR4740	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0
MIR3186	0	0	0	0	0	0	1	2	1	0	0	0	0	0	2	2	0	2	0	0	1	0	0	0	0	0
LOC124904084	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01971	0	0	0	1	1	0	0	0	0	0	0	4	0	0	0	1	0	0	3	1	0	0	1	1	0	1
ACTG1	10838	7921	9122	4059	8684	7413	16135	17861	32371	35516	31529	36152	26548	0	13885	11199	19093	17387	3120	3286	2567	2494	1341	1395	1301	1250
FSCN2	2	2	2	2	5	3	5	9	43	44	41	51	37	0	24	34	38	34	12	27	10	9	21	28	30	18
FAAP100	42	74	37	40	70	48	57	48	78	76	100	80	88	0	71	85	49	60	32	35	34	32	45	43	40	27
LOC124904085	5	5	2	4	9	6	14	10	15	11	11	16	10	0	31	26	16	11	8	9	7	3	3	7	3	2
NPLOC4	237	252	240	121	277	205	470	493	1102	975	1063	1112	965	0	895	864	913	799	236	273	378	341	293	303	242	244
TSPAN10	1	0	1	0	1	3	4	7	3	6	2	8	2	0	3	7	7	7	3	1	1	2	1	0	4	0
PDE6G	14	13	7	1	13	7	8	10	3	3	8	6	8	0	0	2	1	0	1	0	2	2	0	1	1	1
OXLD1	106	80	48	33	69	68	63	67	75	87	101	94	96	0	62	55	66	61	82	64	75	89	62	58	52	71
