	BOR_1	BOR_2	BOR_3	BOR_4	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	CTRL_6	CTRL_7	CTRL_8	CTRL_9	CTRL_10	CTRL_11	CTRL_12	GEF_1	GEF_2	GEF_3	GEF_4
LOC124904734	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0
CARD8-AS1	17	14	11	35	106	55	24	36	17	9	17	10	31	23	42	35	28	29	29	17
ZNF114-AS1	0	1	1	0	0	2	1	0	0	1	0	0	1	0	0	2	0	0	0	0
ZNF114	3	4	2	2	9	35	9	20	4	4	9	4	7	10	20	21	8	16	10	2
ODAD1	3	5	8	4	30	11	14	40	11	21	12	18	15	12	25	14	13	19	19	7
LOC124904735	0	1	6	0	34	31	6	14	15	17	16	22	25	11	25	7	20	23	20	3
EMP3	1273	938	586	1236	4158	2258	1177	1325	1162	1219	1328	535	1508	494	1586	2206	1040	1333	786	533
TMEM143	35	40	39	35	338	251	132	269	142	177	159	108	204	101	383	381	131	176	198	82
SYNGR4	0	2	0	1	3	3	0	2	1	3	0	0	3	0	2	1	2	1	0	0
KDELR1	1171	959	1004	2099	3983	3782	1869	1875	1231	1827	1683	1212	2291	966	2963	2637	1220	1629	1711	783
GRIN2D	12	3	51	17	87	137	109	31	12	91	95	116	94	5	19	83	13	63	23	16
GRWD1	611	502	351	945	1030	831	383	839	327	438	454	255	542	210	826	760	304	416	349	181
KCNJ14	11	16	25	45	79	58	32	44	16	19	25	20	29	16	38	46	18	30	25	14
LOC105372430	0	0	0	0	0	1	1	0	0	0	0	0	0	1	4	3	0	0	0	0
CYTH2	1203	956	787	2494	4009	2977	1439	3950	1378	1384	1313	757	1932	851	2949	2343	1267	1528	1685	644
LMTK3	13	12	55	11	38	28	18	30	16	17	8	21	17	12	31	35	15	14	33	3
SULT2B1	2	3	3	0	2	2	2	2	1	0	1	0	1	0	0	3	3	1	0	1
FAM83E	0	0	0	0	3	4	2	1	2	2	3	0	0	2	2	0	1	2	1	0
SPACA4	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0
RPL18	3048	2293	3055	3935	13352	9851	4814	13192	4199	6053	4839	3341	5543	2639	10997	9538	3425	5678	6412	2227
SPHK2	310	342	159	305	304	204	125	310	130	136	152	74	159	53	261	270	82	123	114	51
DBP	4	12	8	5	90	47	24	115	42	60	35	52	56	13	90	127	49	65	46	42
CA11	8	5	6	8	222	211	104	94	51	93	99	67	88	26	94	120	56	98	46	29
SEC1P	1	0	0	0	2	2	6	0	3	1	3	3	1	0	2	10	0	1	0	3
NTN5	1	1	0	0	2	4	6	3	0	5	5	6	0	2	7	6	2	9	8	4
LOC105372431	0	0	0	0	1	15	1	1	3	7	4	1	2	2	3	5	1	3	2	4
FUT2	1	1	1	0	8	8	0	4	0	8	5	4	2	7	11	11	1	4	14	1
LOC105447645	0	0	0	0	0	0	1	6	1	2	0	3	3	1	6	3	1	4	2	4
MAMSTR	12	8	8	5	86	70	40	134	50	75	91	64	66	28	91	143	43	111	47	47
RASIP1	7	3	9	5	56	45	18	69	20	17	18	17	24	4	30	33	14	15	12	2
LOC124904737	0	0	0	0	0	5	0	0	0	3	0	1	0	1	1	0	0	0	0	0
IZUMO1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
FUT1	0	0	1	0	6	8	3	2	0	0	2	1	0	3	4	0	0	0	0	1
FGF21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCAT2	295	252	171	347	1757	1325	690	1460	652	661	743	410	984	538	1851	1482	472	666	948	361
LOC105372432	6	5	8	35	27	24	21	39	9	12	15	3	18	6	39	26	12	21	15	5
HSD17B14	76	87	123	90	110	251	145	90	43	41	43	33	85	25	55	62	82	75	43	21
PLEKHA4	285	148	278	339	1955	1740	864	2464	646	1273	1093	564	1217	328	812	1832	469	1222	635	594
PPP1R15A	1896	1636	1781	4255	3884	2865	1358	4295	1374	1375	1170	1231	2200	981	3147	2678	1570	1576	2300	964
TULP2	5	2	7	2	34	26	6	10	5	21	11	11	5	3	8	14	9	16	4	8
NUCB1	2178	1860	1657	2848	6081	5084	2899	6416	2375	2787	2965	1620	4090	1385	4435	5374	1864	2669	2626	1269
NUCB1-AS1	0	3	1	1	4	6	2	1	2	2	2	0	10	0	6	12	3	1	6	2
DHDH	4	0	1	5	44	17	8	32	17	12	21	20	16	4	13	25	15	30	19	4
BAX	345	242	163	429	1481	1227	701	1163	463	485	496	298	737	268	916	939	396	557	540	213
FTL	155021	77539	120907	123724	20089	23236	11288	12136	6179	10020	10400	5483	11097	2447	8271	11559	6506	12479	4855	3683
GYS1	1579	2285	1095	3655	10487	5493	2984	6634	3368	3998	3595	2560	5719	2468	7393	6788	2997	3582	4518	1961
RUVBL2	1519	1391	917	2323	2631	1794	1077	1964	922	833	836	603	1575	599	2127	2034	474	811	1129	446
MIR6798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LHB	1	3	2	0	2	4	1	10	2	1	3	2	3	4	1	4	0	1	1	0
LOC101059948	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0
LOC124904738	0	3	0	0	2	4	0	0	1	0	1	0	3	1	2	1	1	2	0	2
CGB3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNAR-G2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGB2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0
CGB1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
SNAR-G1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
CGB5	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0
CGB8	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CGB7	0	0	2	0	29	9	12	33	10	11	14	15	10	5	13	22	10	22	14	8
NTF4	0	0	5	0	100	44	38	155	61	44	44	33	60	41	87	64	33	47	49	17
KCNA7	4	16	22	26	58	35	14	36	21	17	25	16	29	7	20	26	20	19	11	11
SNRNP70	2065	1678	1689	3007	7722	4675	2416	9660	2864	3481	2680	2182	3782	1433	6258	5736	2911	3696	3848	1491
LIN7B	68	52	75	72	236	134	73	251	108	68	66	46	113	25	171	178	63	62	87	30
C19orf73	0	0	1	0	16	5	6	11	8	3	6	4	3	4	14	14	1	4	6	1
PPFIA3	20	30	60	43	237	155	120	241	89	106	114	80	123	52	233	149	83	126	136	42
HRC	8695	9092	4653	16778	17981	9255	4597	16847	5870	6046	4859	3253	9561	4358	11403	14963	5639	5462	10417	4886
TRPM4	413	447	869	715	3229	2164	1270	4002	1751	1651	1766	1287	2113	658	2743	2815	1835	2199	1437	793
LOC107985340	0	1	7	0	3	6	3	0	3	2	8	0	2	2	2	2	5	3	0	1
SLC6A16	46	30	123	123	606	394	216	217	172	211	240	166	232	122	383	314	219	272	263	120
MIR4324	1	0	1	5	9	2	3	25	4	1	4	3	4	2	8	4	5	3	3	1
CD37	11	16	33	16	125	83	50	238	80	122	117	51	83	64	105	128	92	161	85	36
TEAD2	432	297	290	524	3072	2083	1095	2237	1012	1313	1249	698	1421	823	2589	2447	910	1323	1605	651
DKKL1	0	1	1	0	30	18	9	20	9	11	16	8	13	6	42	11	8	17	14	0
LOC101928295	2	0	1	1	4	7	10	17	3	1	5	3	6	5	18	2	11	2	11	5
KASH5	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC124904740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTH2	0	0	0	0	14	4	0	11	3	0	0	0	2	1	6	1	2	0	2	0
GFY	1	0	2	0	124	54	36	66	62	14	14	3	61	47	169	34	22	11	79	7
SLC17A7	1	0	5	0	9	7	5	2	1	5	12	3	7	3	11	6	2	10	8	1
PIH1D1	276	242	169	394	1372	881	499	1274	374	409	342	309	540	248	855	624	238	382	454	152
ALDH16A1	61	48	39	85	532	395	267	514	166	159	146	122	282	81	392	447	97	188	181	91
FLT3LG	3	5	8	3	6	14	6	6	8	14	17	4	5	0	1	9	8	8	1	4
RPL13A	9623	7331	8692	14097	43986	26282	14424	33924	10807	16013	14350	10302	16171	7957	29705	24593	8842	15202	20016	6581
SNORD32A	5	6	6	5	17	10	3	2	2	6	14	2	2	2	6	8	3	6	2	0
SNORD33	3	6	1	12	3	8	1	4	1	2	1	1	1	3	6	1	2	3	2	2
SNORD34	4	3	5	1	8	3	1	11	2	4	1	5	4	0	6	2	0	6	3	4
SNORD35A	9	6	4	8	14	13	5	32	6	2	8	9	6	1	13	10	5	7	6	1
RPS11	4332	3335	3788	7147	22323	14134	7351	10941	6093	8828	7598	4810	8547	4013	14471	12815	5243	7893	9496	3446
SNORD35B	12	8	8	12	21	27	7	27	6	9	5	6	4	3	13	23	7	17	9	6
MIR150	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FCGRT	324	263	165	340	1882	1237	650	1501	600	803	851	470	883	185	958	1357	538	1013	526	294
RCN3	36	5	47	70	375	648	386	107	51	393	315	257	111	10	62	102	27	274	45	18
NOSIP	487	496	458	601	2470	1147	587	2052	772	702	680	450	990	334	1548	1431	576	773	847	372
PRRG2	17	30	31	40	8	7	1	18	3	5	8	2	2	0	4	4	4	7	1	0
PRR12	406	393	366	519	1493	1121	703	1676	702	974	776	551	1280	426	1560	1642	566	877	960	407
RRAS	141	103	202	198	2698	2470	1181	1967	1130	952	1037	415	1043	318	1183	1339	638	797	623	286
SCAF1	874	855	701	1371	2637	2206	1124	2686	1073	1205	965	762	1830	620	2270	2328	780	1123	1477	618
IRF3	313	223	340	494	1403	1022	562	1476	468	562	575	404	600	240	906	883	409	747	554	188
BCL2L12	68	52	46	81	603	381	185	586	201	225	221	147	271	117	441	411	152	232	220	84
PRMT1	1969	1863	1279	3046	5235	3565	1876	2893	1814	1759	1594	1015	2586	1401	4464	3378	1184	1738	2520	952
MIR5088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADM5	1	3	1	2	5	2	4	7	5	1	3	2	7	0	3	3	3	5	2	1
CPT1C	46	54	108	69	503	551	324	364	181	208	256	190	258	126	360	235	114	162	188	45
TSKS	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC105372434	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP2A1	1266	1446	973	1963	3777	2714	1468	2861	1359	1672	1568	992	2340	934	3348	3127	955	1477	1599	691
MIR6799	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
LOC124904742	5	13	3	15	28	12	6	18	9	8	13	3	7	6	7	17	6	14	8	1
FUZ	77	69	40	162	558	403	232	503	243	283	249	214	336	119	450	548	245	295	244	119
LOC105372435	0	1	1	0	2	5	1	5	4	2	1	3	4	2	3	8	4	5	0	1
MED25	433	520	399	508	1709	1059	643	1259	748	797	776	474	1023	453	1664	1562	543	861	904	345
MIR6800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTOV1-AS1	2	2	1	0	17	19	16	22	13	12	15	10	21	11	30	14	16	25	15	5
PTOV1	1365	1131	759	1632	5426	3266	1700	3486	1618	1699	1547	1163	2470	1161	4182	3527	1409	1805	2238	862
MIR4749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTOV1-AS2	131	120	91	193	408	292	144	348	199	202	240	99	181	91	365	324	173	248	179	66
PNKP	408	375	221	446	1105	809	416	1379	449	483	530	222	610	317	1297	892	338	520	603	193
AKT1S1	1236	1071	540	1901	2094	1595	796	1348	693	909	776	425	1086	376	1366	1584	554	774	708	376
TBC1D17	281	260	221	341	682	483	258	718	284	305	355	228	410	185	661	626	320	378	358	132
LOC124904743	35	39	28	89	78	87	49	90	50	50	44	26	45	21	58	75	37	64	30	32
MIR4750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL4I1	2	0	2	3	6	7	5	0	0	3	2	4	0	1	0	0	0	0	2	0
NUP62	760	669	648	1330	2470	1947	1096	1955	942	1168	1183	704	1529	608	2233	2316	699	1033	1126	558
ATF5	538	523	150	1048	730	637	303	466	248	220	253	121	388	128	542	424	178	266	281	155
MIR4751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIGLEC11	0	1	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0
LOC124904802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904745	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
SIGLEC16	4	13	1	46	19	4	5	32	6	4	2	8	5	4	21	18	5	13	8	4
VRK3	609	785	451	1603	836	636	342	964	363	340	350	202	467	213	695	554	265	302	408	151
ZNF473	312	245	303	677	392	317	189	286	127	149	149	141	206	101	254	216	136	138	173	64
LOC124904744	3	10	9	27	14	8	4	4	3	4	3	3	4	1	14	6	7	7	8	1
ZNF473CR	3	0	6	0	5	4	4	4	1	1	0	4	4	1	1	6	2	3	0	3
SNAR-A4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNAR-A14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNAR-A5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNAR-A6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNAR-A7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNAR-A8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNAR-A9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNAR-A10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNAR-A11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNAR-B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372436	0	1	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
SNAR-B2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNAR-D	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
IZUMO2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC124904746	3	1	0	10	1	7	4	0	0	1	2	0	1	0	0	0	0	0	0	0
MYH14	4750	4553	2821	8605	1518	1314	725	1961	665	650	559	405	1400	233	848	1636	537	681	640	397
KCNC3	31	46	52	90	484	398	242	289	226	229	203	224	272	107	303	167	173	230	235	53
LOC105372437	5	5	8	0	23	12	5	19	8	17	17	16	14	7	32	15	16	14	5	11
NAPSB	0	1	3	6	15	10	2	15	4	6	8	13	4	3	2	10	2	9	8	6
NAPSA	1	3	1	2	17	10	5	14	8	7	6	6	5	3	10	6	1	8	4	1
NR1H2	1018	952	681	1414	2111	1368	758	1526	794	830	705	437	1054	308	1325	1567	542	725	700	393
POLD1	131	76	136	108	1498	892	512	1375	495	452	445	295	705	283	1252	1188	345	426	572	215
SPIB	1	1	0	0	2	3	2	13	1	3	10	4	3	2	3	7	1	3	0	2
MYBPC2	3	0	61	0	57	152	79	148	38	76	78	37	33	7	34	57	13	29	17	8
GARIN5A	11	15	5	1	136	79	37	104	52	55	59	44	72	17	93	67	43	61	33	27
EMC10	4480	4869	26959	5357	125990	85685	57257	85240	62785	47939	58880	89711	110529	21433	68272	58141	68506	61609	48405	18721
JOSD2	90	59	49	50	436	225	124	470	139	143	137	67	179	50	254	276	80	105	121	38
LOC124904747	3	0	4	3	3	7	5	5	5	3	3	0	2	4	20	11	1	9	6	1
ASPDH	4	1	8	5	5	8	2	4	3	3	1	7	4	3	1	2	6	12	5	4
LRRC4B	24	19	44	26	591	329	219	438	247	259	216	169	494	260	1140	748	161	216	571	159
SNAR-F	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SYT3	0	1	1	0	19	29	14	15	8	10	5	10	14	6	11	5	5	11	2	6
C19orf81	6	5	15	0	63	31	10	47	12	19	8	15	35	1	31	59	12	12	14	5
SHANK1	22	20	80	21	303	117	92	207	114	116	102	60	182	100	258	103	66	100	202	25
CLEC11A	12	3	8	11	262	216	136	75	49	179	133	109	74	8	57	102	24	151	31	16
GPR32	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0
SMIM47	0	0	0	0	1	2	2	8	0	1	0	0	0	2	4	0	0	1	4	0
LOC105372439	1	1	0	0	7	6	2	4	1	2	2	2	4	1	12	8	1	5	14	4
ACP4	3	0	0	5	3	2	3	0	5	1	3	3	4	6	12	6	4	4	8	0
C19orf48P	93	87	54	106	789	919	499	669	335	329	318	213	422	204	926	730	216	336	354	148
SNORD88B	0	0	0	0	3	12	3	0	1	5	2	1	2	2	6	9	4	5	4	0
SNORD88A	0	0	0	3	2	1	0	1	0	0	0	0	0	0	3	1	0	0	1	0
SNORD88C	0	0	1	0	3	1	1	0	1	1	0	1	3	0	0	2	3	1	1	0
LINC01869	0	0	0	2	9	1	1	1	0	0	0	1	0	1	2	2	0	6	0	1
KLK1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
KLK15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC105372441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLK3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
KLK2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLKP1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
KLK4	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	1	0	0
PPIAP59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLK5	0	0	0	0	1	1	0	0	0	0	0	0	0	31	22	5	1	2	32	4
LOC105372442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
KLK6	0	0	0	0	0	10	6	1	0	0	0	0	1	15	35	8	0	2	28	1
KLK7	0	0	0	0	2	2	0	0	0	1	0	1	0	0	0	2	0	2	0	0
KLK8	0	0	0	0	0	2	1	0	0	2	0	0	0	2	1	0	0	0	4	0
KLK9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLK10	0	0	0	0	0	12	1	0	0	2	1	0	0	4	3	1	0	1	6	0
KLK11	0	0	0	0	0	17	6	0	0	4	5	0	0	1	2	0	0	2	1	1
KLK12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
KLK13	1	0	1	0	3	5	2	1	0	1	2	0	0	2	1	0	0	1	1	0
KLK14	1	2	5	2	10	11	3	5	5	3	6	5	18	2	7	7	5	3	13	1
CTU1	27	26	29	29	67	39	28	67	24	38	21	21	32	18	63	78	28	32	42	7
SIGLEC9	0	1	0	12	1	9	3	2	0	0	2	3	0	0	0	1	1	0	0	0
LOC124904749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
SIGLEC7	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928517	0	2	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
SIGLEC17P	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0
LOC107985327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR8074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD33	0	0	0	0	0	3	1	0	1	0	0	1	0	0	0	0	0	0	0	0
SIGLECL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLON5	4	2	15	30	91	78	80	22	11	36	46	55	25	9	13	5	8	32	15	1
VSIG10L	55	123	59	129	117	76	51	91	34	39	37	42	51	21	46	26	26	54	24	9
ETFB	179	162	129	245	2334	1097	681	2772	781	688	547	403	1070	581	1891	1589	568	717	1342	389
CLDND2	2	5	3	7	10	4	3	8	2	6	2	5	4	2	12	5	6	6	6	0
NKG7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904752	0	0	0	2	0	0	0	0	0	1	1	1	1	1	0	0	0	4	0	0
LIM2	0	0	0	0	0	139	58	7	9	1	3	0	0	0	4	0	3	7	0	0
LIM2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C19orf84	1	0	1	5	3	0	0	0	0	0	1	0	2	0	0	2	0	2	0	0
SIGLEC10	0	0	0	0	2	7	7	9	4	4	1	5	2	7	13	7	2	2	0	1
SIGLEC10-AS1	0	0	0	0	2	0	0	0	0	1	0	0	0	1	4	2	0	1	0	1
SIGLEC8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEACAM18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIGLEC12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIGLEC6	0	1	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	1	0
ZNF175	326	425	340	1340	516	342	176	333	167	220	165	187	262	167	371	323	172	210	251	112
LINC01530	1	1	1	0	9	13	6	27	9	10	9	12	9	4	12	9	9	11	3	3
SIGLEC5	0	0	0	0	0	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC124904753	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
SIGLEC14	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	1
LOC124904796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPACA6	113	127	97	184	558	340	171	467	247	220	208	125	276	159	534	439	207	317	315	81
SPACA6-AS1	2	0	3	6	2	4	1	2	4	3	4	4	7	2	6	3	0	3	1	2
MIR99B	0	0	0	0	0	2	0	1	2	0	1	0	1	0	1	0	1	0	1	0
MIRLET7E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR125A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAS1	1	2	3	9	17	66	22	2	5	4	4	3	4	2	13	11	1	4	9	2
LOC124904754	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FPR1	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
FPR2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC105372448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FPR3	0	0	0	0	3	9	7	6	1	0	2	1	2	0	0	2	0	2	1	0
ZNF577	44	41	90	148	709	290	192	491	243	292	218	313	295	172	420	343	278	373	293	124
ZNF649-AS1	3	2	1	0	2	9	1	8	3	1	2	4	5	5	2	5	7	5	4	4
ZNF649	119	102	103	307	592	369	200	341	158	196	153	200	267	172	373	336	163	191	280	134
ZNF613	150	174	116	411	499	322	150	267	126	145	117	133	199	107	256	266	144	159	191	95
ZNF350-AS1	3	3	1	5	7	9	2	14	4	4	7	8	2	1	7	4	4	6	5	4
ZNF350	123	133	67	331	385	262	136	249	87	132	119	108	171	110	219	199	124	133	194	87
ZNF615	191	172	223	549	810	347	230	513	183	297	188	277	402	197	409	572	249	261	340	203
LOC124904755	1	7	4	16	14	5	5	1	5	3	12	5	11	3	14	12	3	9	6	4
ZNF614	223	250	148	674	829	609	250	464	247	306	216	275	440	251	472	532	267	295	332	221
LOC112268244	35	27	27	54	31	14	8	24	18	27	10	6	24	6	23	27	12	15	10	8
ZNF432	343	280	321	1113	1051	640	345	528	257	343	250	322	482	234	547	512	252	297	400	199
ZNF841	172	200	186	511	566	556	242	351	222	357	291	305	340	229	472	408	235	333	338	136
ZNF616	73	105	52	312	421	315	164	204	88	156	116	148	184	132	237	207	129	140	227	61
ZNF836	19	36	19	52	218	161	78	116	46	83	62	81	135	47	135	133	105	91	102	52
PPP2R1A	3163	3005	2016	5146	16604	10901	5947	13466	5671	6101	6206	3733	8299	4085	12654	11930	4425	5712	7175	3184
MIR6801	0	0	0	8	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC105372449	0	2	0	2	3	1	1	0	2	1	1	2	1	5	4	0	10	3	0	1
LOC124904763	1	3	1	10	5	5	2	10	5	6	3	6	5	1	13	4	6	8	6	2
ZNF766	224	163	231	598	783	560	267	395	172	261	192	211	373	231	645	485	232	229	499	196
MIR643	1	1	2	0	1	3	1	2	0	0	1	1	0	1	1	0	1	0	3	1
ZNF480	256	293	179	1048	1102	736	394	583	307	369	249	259	562	438	826	653	341	326	591	250
ZNF610	20	29	23	89	395	220	136	248	115	158	145	144	182	199	395	272	159	180	260	95
ZNF880	161	125	115	400	727	525	269	402	238	350	250	258	393	178	443	502	307	318	319	202
ZNF528-AS1	23	18	21	42	243	152	64	220	71	96	57	70	91	66	198	198	134	115	149	66
ZNF528	405	394	298	1186	1465	1153	596	1003	594	715	656	639	839	601	1694	1203	721	892	1049	404
ZNF534	16	15	27	40	69	53	27	61	32	34	30	33	36	42	84	54	37	44	71	34
ZNF578	22	9	32	40	196	169	66	77	63	89	69	94	115	143	358	154	51	85	229	46
ZNF808	276	252	358	965	1093	644	335	341	211	292	274	461	586	322	720	698	250	357	555	230
ZNF701	154	193	140	676	393	290	148	312	138	190	173	173	221	125	331	258	202	217	218	82
ZNF137P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF83	311	302	342	949	1594	1280	671	1072	508	737	561	787	800	615	1625	1002	886	796	1288	401
LOC122539214	36	43	25	162	106	104	78	94	76	90	99	67	134	109	200	157	59	114	122	49
ZNF611	141	168	127	454	402	261	162	307	180	172	149	179	276	152	382	306	166	174	249	102
LOC124904760	3	5	2	10	6	2	5	31	17	8	6	7	14	4	7	8	8	6	2	3
LOC105372452	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ZNF600	44	55	46	162	151	134	71	76	32	38	51	59	73	57	87	72	45	49	79	47
ZNF28	380	350	312	1120	1008	610	273	391	234	306	279	277	427	221	547	468	223	325	388	204
ZNF468	161	159	135	585	336	291	130	134	93	111	112	94	186	146	324	179	88	119	234	66
ZNF320	462	497	461	1295	1916	1278	787	1197	606	844	714	722	977	758	1776	1101	679	802	1189	436
ZNF888	82	76	97	338	293	259	116	135	83	98	74	84	136	108	177	173	95	86	131	82
ZNF888-AS1	2	0	0	2	8	3	6	1	0	2	1	0	1	3	0	2	4	3	2	0
ZNF816-ZNF321P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF321P	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
LOC124904761	0	2	0	6	23	11	5	19	8	3	6	15	6	1	6	8	3	3	7	5
ZNF816	51	56	40	201	207	185	86	82	52	70	62	90	104	58	144	98	65	84	95	39
ZNF702P	141	197	192	635	325	337	151	214	113	148	117	143	184	133	266	154	145	119	189	68
LOC105372453	1	0	0	8	2	6	2	1	1	1	0	2	1	1	0	0	0	3	2	0
