	SRX3375391	SRX3375392	SRX3375393	SRX3375394	SRX3375395	SRX3375396	SRX3375397	SRX3375398	SRX3375399	SRX3375400
RNA28SN1	0	0	0	0	0	0	0	0	0	0
LINC01666	0	0	0	0	0	0	0	0	0	3
LOC124904994	0	0	0	0	0	0	0	0	1	0
LOC124904996	0	0	0	1	0	0	0	1	1	3
MIR3648-2	0	0	0	0	0	0	0	0	0	1
MIR10396A	0	0	0	0	0	0	0	0	0	0
LOC101927615	0	0	0	0	0	0	1	1	0	0
TEKT4P2	0	0	0	0	0	0	0	0	1	0
LOC101930100	0	0	0	0	0	0	0	0	2	3
LOC101927345	2	0	1	3	5	6	3	0	80	45
NCOR1P4	0	0	0	0	0	0	0	0	0	0
LOC105379514	0	0	0	0	0	0	0	0	0	0
LOC124904997	0	0	0	0	0	0	0	0	0	0
LINC01667	0	0	0	0	0	0	0	0	0	0
LOC105372734	0	0	0	0	0	0	0	0	0	0
LOC105372733	0	0	0	0	0	1	0	4	3	2
BAGE2	2	0	0	1	0	0	1	1	3	1
TPTE	0	1	1	0	0	1	0	0	1	1
ANKRD30BP2	0	0	0	0	0	0	0	0	0	0
MIR3156-3	0	0	0	0	0	0	0	0	0	0
LINC01674	0	0	0	0	0	0	0	0	0	0
POTED	0	0	0	0	0	0	0	0	0	0
MIR3118-1	0	0	0	0	0	0	0	0	0	0
LOC107985482	0	0	0	0	0	0	0	0	0	0
LOC112268283	0	0	0	0	0	0	0	0	0	0
MIR8069	0	0	0	0	0	0	0	0	0	0
CYP4F29P	0	0	0	0	0	0	0	0	1	2
LOC110091776	0	0	0	0	0	0	0	0	1	2
ANKRD20A11P	0	0	0	0	0	0	0	1	1	2
LOC105377134	27	20	26	19	70	80	10	3	17	33
LIPI	4	2	6	1	6	25	0	1	3	19
RBM11	63	51	62	106	107	76	12	22	0	9
ABCC13	0	0	0	0	0	0	0	0	10	1
HSPA13	1775	1482	1724	2546	2641	2231	994	1327	1066	1335
LOC105369304	20	20	16	28	34	26	8	10	25	9
LOC124905053	0	0	0	0	0	1	0	0	0	0
SAMSN1	82	108	42	19	99	105	20	12	47	84
SAMSN1-AS1	0	2	0	0	0	0	0	0	0	0
LOC105372738	0	0	0	0	1	0	0	0	0	0
LOC124905054	0	0	0	0	0	0	0	0	0	0
ASMER1	44	27	60	108	134	61	140	155	85	105
NRIP1	1141	1188	1907	2464	4618	3378	4717	4619	2543	2930
LOC107985483	0	1	0	0	0	0	0	0	0	0
LOC124905047	0	0	0	0	0	0	0	0	0	1
LOC105369292	0	0	0	0	0	0	0	0	0	0
LOC101927745	0	0	1	0	0	1	0	0	1	3
LOC124905055	0	0	0	0	0	1	0	0	0	0
LOC105369302	0	0	0	0	0	1	1	1	2	2
LOC124905056	0	0	0	1	0	0	0	0	0	0
LOC124905073	0	0	0	0	0	0	0	0	0	0
USP25	2747	2568	1804	2218	2161	1729	1783	3144	2872	2952
MIR99AHG	0	0	3	1	43	26	146	157	826	1253
SNORD74B	0	0	0	0	0	0	0	0	1	6
MIR99A	0	0	0	0	0	0	2	0	6	10
MIRLET7C	0	0	0	0	0	0	2	0	15	14
MIR125B2	0	0	0	0	0	0	0	0	8	4
LOC124904998	1	2	0	0	0	0	0	0	0	0
LOC105372740	1	5	0	0	0	0	0	0	0	0
LOC107985511	0	0	0	0	0	0	0	0	0	0
LINC01549	0	0	0	0	30	23	0	0	0	1
TRG-GCC1-5	27	16	44	22	78	58	5	7	6	7
CXADR	6072	5821	3253	3645	5165	4765	2075	2333	2078	1315
BTG3	607	518	543	640	772	745	275	366	631	614
BTG3-AS1	10	15	19	11	21	31	1	5	24	15
LOC124904999	0	0	0	0	0	0	0	0	0	0
LOC124900465	11	9	0	4	14	14	5	1	5	13
C21orf91-OT1	0	0	2	4	4	7	2	1	1	6
C21orf91	808	897	674	931	1211	1237	561	529	488	592
CHODL-AS1	3	0	2	0	1	0	0	0	0	1
CHODL	33	47	82	117	34	30	20	10	39	115
LOC124905000	3	1	2	1	3	2	0	0	1	1
TMPRSS15	0	0	9	13	13	5	1	0	0	1
MIR548XHG	0	0	1	0	1	0	0	0	0	4
MIR548X	0	0	0	0	0	0	0	0	0	0
LOC107985490	0	0	0	0	0	0	0	0	0	0
LOC124905048	0	0	0	0	0	0	0	0	0	0
LINC01683	0	0	0	0	0	0	0	0	0	0
LOC105372745	0	0	0	0	0	0	0	0	0	0
LINC02573	0	0	0	0	0	0	0	0	0	4
LINC00320	0	0	0	0	0	0	0	0	0	0
LOC124905057	0	0	0	0	0	0	0	0	0	0
NCAM2	21	15	9	6	11	7	35	19	287	398
LINC00317	0	0	0	0	0	0	0	0	0	0
LINC01425	0	0	0	0	0	0	0	0	0	0
LINC01687	0	0	0	0	0	0	0	0	0	0
LINC00308	0	0	0	0	0	0	0	0	0	0
LOC107985508	0	0	0	0	0	0	0	0	2	17
LOC107985494	0	0	0	0	0	0	0	0	0	0
MIR6130	0	0	0	0	0	0	0	0	0	0
D21S2088E	1434	1690	209	258	21	4	0	1	4	15
LOC105372747	0	0	0	0	0	0	0	0	0	0
LOC107985512	0	0	0	0	0	0	0	0	0	0
LOC105372749	0	0	0	0	0	0	0	0	0	0
LOC105372750	0	0	0	0	0	0	0	0	0	0
LINC01689	0	0	0	0	0	0	0	0	0	0
LINC01684	0	0	0	0	0	0	0	0	0	0
LINC01692	0	1	0	0	0	0	0	0	1	0
LOC107985516	0	0	0	0	0	0	0	0	1	0
LINC00158	0	0	1	0	1	5	8	23	22	25
LOC105372753	3	4	0	0	9	8	51	101	80	48
MIR155HG	9	2	0	2	5	5	0	1	17	33
MIR155	0	0	0	0	0	0	0	0	0	0
LINC00515	2	2	3	3	5	12	8	12	20	32
MRPL39	1186	1368	978	1250	1135	774	915	1306	914	658
JAM2	205	141	35	58	125	95	81	69	559	506
LOC124905001	12	6	1	0	5	7	3	3	70	49
LOC124905002	4	5	6	4	19	21	10	6	55	60
ATP5PF	1258	1271	784	939	1482	1079	2921	3281	2422	1543
GABPA	957	880	578	574	946	759	759	794	819	938
LOC105372757	0	0	0	0	0	0	0	0	0	0
LOC105372756	1	0	0	0	0	0	0	0	0	0
APP	21491	17469	15735	19166	20566	16584	8843	8340	12260	11657
LOC124900466	153	72	84	48	103	181	12	9	186	306
CYYR1-AS1	37	14	20	11	50	60	3	3	39	55
LOC105372758	0	0	0	0	0	1	0	0	0	0
LOC107985474	18	7	4	9	15	13	3	3	8	18
CYYR1	1440	1548	762	782	1400	1114	182	183	419	497
ADAMTS1	1099	1309	1912	1516	2309	1992	1554	2598	3008	2530
LOC105372760	3	3	0	0	2	0	0	0	0	1
ADAMTS5	10	13	2	5	4	4	22	6	517	875
MIR4759	0	0	0	0	0	0	0	0	0	2
LOC124905050	0	1	0	1	0	0	0	1	10	23
LOC102724355	0	0	0	0	5	0	0	0	0	2
LOC105372759	0	0	0	0	0	0	0	0	1	6
LOC124905003	0	1	0	0	2	8	0	0	4	6
LOC105372762	0	0	1	3	4	10	1	0	2	3
LINC01673	0	0	3	1	7	5	0	0	3	8
LINC00113	0	0	1	1	5	6	0	0	4	5
LINC00314	1	1	3	0	4	6	0	0	2	4
LINC01697	4	2	15	13	64	66	13	16	11	48
LINC01695	10	14	41	66	173	147	3	1	12	32
LINC00161	0	0	0	0	0	2	0	0	3	4
N6AMT1	423	463	503	542	912	911	372	418	954	853
LOC124905004	22	19	22	20	43	51	7	6	41	60
LTN1	3188	2694	2115	2655	3319	3179	1844	1960	2447	2935
LOC105372766	4	2	6	3	8	8	0	2	0	1
RWDD2B	54	58	41	40	58	35	139	244	256	219
LOC124905005	2	7	6	5	4	4	1	1	16	15
USP16	1120	1242	749	1061	1501	1265	946	1024	1549	1635
CCT8	12586	12977	9108	11983	10053	7701	4959	6037	4290	3674
MAP3K7CL	1	0	1	0	0	2	5	0	49	77
LOC105372767	0	0	0	0	0	0	0	0	1	3
LOC124905065	0	0	0	0	0	0	0	0	0	0
LINC00189	0	0	0	0	0	1	0	0	110	33
LOC124905007	0	0	0	0	3	0	0	1	13	9
LOC105369299	14	16	15	22	50	44	8	19	61	59
BACH1	2501	2334	1523	1979	3025	2540	2097	2368	2365	2280
BACH1-IT2	3	2	1	1	4	8	3	2	22	24
LOC124905071	1	0	0	0	0	1	0	0	4	7
LOC107985486	17	13	16	13	21	42	7	9	118	180
LOC105372770	0	1	2	0	0	5	2	0	12	14
BACH1-IT3	0	0	0	0	0	1	0	1	4	14
GRIK1	7	3	2	2	6	10	90	15	42	141
LOC124905006	1	0	1	1	2	7	1	0	15	33
LOC105372768	0	0	0	0	0	1	0	0	0	1
GRIK1-AS2	5	3	6	6	7	2	8	3	1	16
GRIK1-AS1	5	1	2	3	6	2	1	2	4	14
CLDN17	0	0	0	0	0	0	0	0	0	0
LINC00307	0	0	0	0	0	0	0	0	0	0
CLDN8	0	0	0	0	0	0	0	0	0	0
KRTAP24-1	0	0	0	0	0	0	0	0	0	0
KRTAP25-1	0	0	0	0	0	0	0	0	0	0
KRTAP26-1	0	0	0	0	0	0	0	0	0	0
KRTAP27-1	0	0	0	0	0	0	0	0	0	0
KRTAP23-1	0	0	0	0	0	0	0	0	0	0
KRTAP13-2	0	0	0	0	0	0	0	0	0	0
MIR4327	0	0	0	0	0	0	0	0	0	0
LOC105372772	0	0	0	0	0	0	0	0	0	0
KRTAP13-1	0	0	0	0	0	0	0	0	0	0
KRTAP13-3	0	0	0	0	0	0	0	0	0	0
KRTAP13-4	2	7	0	0	0	0	0	0	0	0
KRTAP15-1	0	0	0	0	0	0	0	0	0	0
KRTAP19-1	0	0	0	0	0	0	0	0	0	0
KRTAP19-2	0	0	0	0	0	0	0	0	0	0
KRTAP19-3	0	0	0	0	0	0	0	0	0	0
KRTAP19-4	0	0	0	0	0	0	0	0	0	0
KRTAP19-5	0	0	0	0	0	0	0	0	0	1
KRTAP19-6	0	0	0	0	0	0	0	0	0	0
KRTAP19-7	0	0	0	0	0	0	0	0	0	1
KRTAP22-2	0	0	0	0	0	0	0	0	0	0
KRTAP6-3	1	0	0	0	0	0	0	0	0	0
KRTAP6-2	0	0	0	0	0	0	0	0	0	0
KRTAP22-1	0	0	0	0	0	0	0	0	0	0
KRTAP6-1	0	0	0	0	0	0	0	0	0	0
KRTAP20-1	0	0	0	0	0	0	0	0	0	0
KRTAP20-4	0	0	0	0	0	0	0	0	0	0
KRTAP20-2	0	0	0	0	0	0	0	0	0	0
KRTAP20-3	0	0	0	0	0	0	0	0	0	0
LOC105372773	1	0	0	0	0	1	0	0	0	2
KRTAP21-3	0	0	0	0	0	0	0	0	0	0
KRTAP21-2	0	0	0	0	0	0	0	0	0	0
KRTAP21-1	0	0	0	0	1	0	0	0	0	0
KRTAP8-1	0	0	0	0	0	0	0	0	0	0
KRTAP7-1	0	0	1	0	0	0	0	0	0	0
KRTAP11-1	0	0	0	0	0	0	0	0	0	2
LOC105372776	2	0	0	0	0	0	0	0	1	1
LOC105372775	0	0	0	0	0	0	0	0	0	0
LOC105372774	0	0	0	0	0	1	0	0	0	2
KRTAP19-8	0	0	0	0	0	0	0	0	0	0
TIAM1	1963	2208	2093	2315	2565	2427	488	374	1083	1199
LOC105372777	4	2	5	1	2	10	2	0	3	9
TIAM1-AS1	50	59	40	74	111	79	12	12	13	21
LOC107985488	0	0	1	1	1	0	0	0	0	0
SOD1	3941	4619	2713	3168	3881	2775	2415	3028	2622	1897
LOC124900469	5	15	4	5	16	10	2	2	9	6
SCAF4	1404	980	889	1154	1444	1338	615	558	936	1046
LOC124905008	22	21	20	19	32	22	9	6	13	14
HUNK	349	551	241	201	728	507	375	332	470	534
LINC00159	0	1	1	0	3	4	1	1	2	0
MIS18A	1010	1222	785	997	1056	876	181	237	312	306
MIS18A-AS1	5	6	8	14	14	14	8	2	13	14
MRAP	3	1	1	0	1	1	0	0	2	1
LOC124905009	2	0	1	0	1	2	0	0	2	9
MRAP-AS1	16	14	7	6	22	17	4	3	37	45
URB1	3381	3513	1455	1781	1732	1555	1284	1493	1766	2114
SNORA80A	49	41	21	64	72	85	38	45	40	64
URB1-AS1	10	10	4	11	9	5	7	8	56	34
EVA1C	23	25	5	2	4	9	2	1	250	284
CFAP298-TCP10L	28	18	5	6	21	19	14	13	73	135
TCP10L	0	0	1	1	0	2	1	0	0	1
CFAP298	244	386	171	179	266	223	118	134	184	197
SYNJ1	112	112	124	185	413	328	450	465	565	821
LOC124905011	0	5	6	4	16	12	7	2	36	73
PAXBP1-AS1	53	49	30	37	75	105	16	20	79	130
PAXBP1	1613	1576	1058	1452	2131	2417	420	622	1017	1525
LOC124905010	520	377	345	446	691	876	99	116	517	851
C21orf62-AS1	7	3	3	6	18	14	15	27	35	23
C21orf62	3	2	2	3	7	14	8	2	28	28
LOC124900470	0	0	0	0	0	0	0	0	0	0
LOC124905012	0	0	0	0	1	0	0	0	0	0
LOC105377136	2	0	0	3	5	0	0	4	3	2
LINC01690	0	0	0	0	0	1	0	0	0	0
OLIG2	19	7	1	1	1	1	0	0	0	0
LINC00945	0	0	0	0	0	0	0	0	0	0
OLIG1	12	8	3	7	0	0	3	7	2	0
LOC101928107	0	1	0	0	0	0	0	0	0	0
LINC01548	0	0	0	0	0	0	0	0	0	0
LOC105372787	0	0	0	0	0	0	0	0	0	1
IFNAR2-IL10RB	0	0	0	0	0	0	0	0	0	0
IFNAR2	89	102	52	56	94	85	53	69	346	319
IL10RB-DT	1	3	0	2	7	6	3	4	20	33
IL10RB	0	1	2	1	7	8	2	3	5	10
IFNAR1	434	354	342	461	622	612	818	951	1425	1602
IFNGR2	603	628	689	911	1253	971	478	635	870	688
TMEM50B	217	281	214	334	528	537	480	666	1019	834
DNAJC28	37	64	53	61	87	60	115	121	77	79
GART	6569	7985	1936	1993	3048	2619	1666	2074	1908	1903
SON	8800	5273	6253	5913	13135	10832	9134	9415	11823	12437
MIR6501	0	0	0	0	0	0	0	0	0	0
DONSON	866	1080	574	626	1001	819	318	472	694	750
CRYZL1	226	187	287	437	581	496	212	294	413	474
ITSN1	3072	3418	1759	2096	3860	3036	3386	5005	3098	2975
ATP5PO	4153	3973	2976	3762	4221	2939	5792	7237	5226	3418
LINC00649	104	107	118	141	279	197	143	189	19	24
LOC124905013	23	27	10	14	16	11	3	5	0	1
LOC101928126	17	16	7	17	39	28	48	35	9	16
LOC105372790	12	5	16	13	17	19	15	11	10	5
LOC105372789	0	1	0	2	0	2	1	0	1	1
MRPS6	957	1011	372	560	1209	869	1341	1478	753	759
SLC5A3	1967	2318	1018	1263	5738	6348	2113	1701	2453	3357
LINC00310	6	3	5	1	4	11	6	1	28	38
KCNE2	0	1	1	1	1	1	2	0	0	4
LOC105372791	0	0	0	0	0	0	0	0	0	0
SMIM11	0	0	0	0	0	0	0	0	0	1
C21orf140	0	0	0	0	0	1	0	0	0	0
LOC105372793	0	0	0	0	0	0	0	0	0	0
SMIM34	0	0	0	0	0	0	0	0	0	0
KCNE1	0	2	0	1	4	1	2	8	20	24
LOC124900475	0	0	0	0	0	0	0	0	0	0
RCAN1	138	221	76	85	260	177	688	1064	1259	1008
CLIC6	43	29	54	51	21	26	3	0	0	138
LINC00160	0	0	0	0	0	0	0	0	0	0
LOC107985515	0	0	0	0	0	0	0	0	0	0
LINC01426	7	13	19	7	7	4	0	1	9	10
RUNX1	13	13	73	106	18	7	40	2	117	395
LOC124905014	1	2	12	5	2	3	3	0	23	119
LOC112267915	1	3	18	20	3	3	6	0	61	262
RUNX1-IT1	1	0	0	0	0	0	0	0	3	21
LOC124905015	0	0	0	1	0	2	0	0	1	3
LOC100506403	0	0	0	0	0	0	0	0	0	2
MIR802	0	0	0	0	0	0	0	0	0	0
PPP1R2P2	1	0	0	0	0	0	0	0	0	1
LOC101928269	0	0	0	2	1	1	0	0	0	1
LINC01436	2	4	1	0	0	1	0	0	1	0
SETD4	827	1112	754	885	596	469	337	391	528	535
CBR1-AS1	5	12	5	10	1	2	2	1	4	2
CBR1	2030	2804	2482	2649	420	276	223	429	137	183
LOC105369306	451	735	663	649	38	12	1	2	2	2
CBR3-AS1	15	18	2	7	6	4	3	1	7	11
CBR3	77	111	14	21	1	2	0	0	14	8
DOP1B	476	417	106	80	200	153	441	425	486	468
LOC124905016	1	2	0	0	0	0	0	0	2	3
LOC124905072	0	2	0	0	0	0	0	0	0	0
MORC3	1395	1275	817	1186	1759	1418	905	1258	1399	1487
CHAF1B	966	1128	638	617	878	696	117	142	381	325
CLDN14-AS1	2	0	16	15	8	4	1	4	10	10
CLDN14	5	0	7	2	1	0	1	0	9	5
LOC105369308	1	0	0	1	0	1	0	1	0	5
SIM2	1	2	1	1	7	4	1	6	6	44
LOC107985492	4	2	0	1	0	1	1	0	0	20
HLCS	546	696	633	810	1757	1491	977	1177	776	890
LOC105369305	30	13	22	31	67	179	18	16	148	328
HLCS-AS1	39	56	28	49	72	84	43	46	75	60
RIPPLY3	28	34	19	23	2748	2820	3	3	0	5
LOC124905017	2	1	3	1	12	24	3	7	3	2
PIGP	122	161	228	349	268	206	211	285	199	173
TTC3	2688	1994	3282	4096	20763	21997	6547	6399	9699	11950
TTC3-AS1	3	0	4	2	16	25	0	2	21	32
DSCR9	6	6	4	1	8	9	5	6	4	19
VPS26C	2525	2273	1441	1893	1580	1173	945	1158	1032	826
LOC124905018	0	0	0	0	0	1	2	0	1	2
LOC124905019	0	0	0	0	0	0	0	0	0	0
DYRK1A	3589	3169	3331	3606	5321	4507	2983	3562	4747	4191
LOC105372797	17	11	11	19	10	50	3	3	29	56
KCNJ6-AS1	36	43	73	68	24	29	1	1	4	9
LOC105372798	17	29	31	41	19	13	11	10	45	35
KCNJ6	24	11	15	8	4	4	3	24	9	44
LOC101928368	1	1	2	0	1	0	0	0	5	5
DSCR4	0	0	1	1	0	0	0	0	0	0
DSCR8	0	0	0	1	0	0	0	0	0	0
LOC124905020	0	0	0	0	0	1	0	0	0	0
LOC124905070	0	0	0	0	0	0	0	0	0	0
DSCR10	0	0	0	0	0	0	0	0	0	0
KCNJ15	0	0	0	0	1	1	1	0	1	11
LOC105372801	0	0	0	0	0	0	0	0	2	0
LINC01423	0	0	0	0	0	2	0	0	0	2
LOC107985513	2	2	0	0	1	0	0	0	0	2
ERG	65	56	3	2	112	121	20	17	622	803
LOC105372802	0	0	0	0	0	0	0	0	1	16
LINC00114	0	0	1	0	0	2	0	0	0	0
LOC107985480	0	0	0	1	16	18	8	5	0	1
ETS2	1417	2048	1570	2564	1866	993	1202	981	1720	1865
LOC101928398	0	0	0	0	0	0	0	0	0	0
ETS2-AS1	0	0	0	0	1	1	1	0	0	0
LINC01700	4	0	0	0	1	0	0	1	0	1
LINC02940	18	4	21	14	26	39	16	21	41	59
LINC02943	4	3	6	4	7	9	7	6	2	7
PSMG1	991	1448	800	973	790	675	310	398	304	369
BRWD1	6385	4650	4507	5813	7397	7671	2807	3424	6013	6572
BRWD1-AS2	18	28	24	33	40	53	14	22	29	22
BRWD1-AS1	9	12	1	4	14	10	9	5	6	14
HMGN1	8572	8809	6236	8105	11410	8610	3028	3091	4304	4935
LOC124905074	26	39	21	41	69	61	14	19	66	79
LOC105372804	7	3	4	4	6	4	1	0	2	1
GET1-SH3BGR	0	0	0	0	0	0	0	0	0	0
GET1	158	173	168	219	339	274	265	347	243	251
LCA5L	23	20	30	51	85	77	72	98	32	84
SH3BGR	14	15	7	12	21	12	111	154	376	192
MIR6508	0	0	0	0	0	0	0	0	3	0
B3GALT5-AS1	258	305	27	47	65	42	46	43	14	33
B3GALT5	1444	1097	150	186	171	149	91	80	134	260
LOC107985499	1	0	0	0	1	0	0	0	0	2
IGSF5	114	75	11	21	25	15	25	24	87	108
LOC107985500	0	0	1	1	1	1	2	3	2	1
PCP4	9	10	1	4	2	1	8	13	8	17
DSCAM	6	14	493	838	799	690	34	45	9	13
MIR4760	0	0	1	0	3	1	0	0	0	0
DSCAM-AS1	0	0	2	4	2	7	0	0	0	0
LOC105369294	0	0	2	3	0	6	0	0	0	0
LOC124900473	0	0	3	2	2	5	0	0	0	0
DSCAM-IT1	0	0	0	0	0	0	0	0	0	0
LINC00323	2	1	3	0	1	0	1	1	3	16
MIR3197	0	0	1	1	0	1	1	1	1	0
BACE2	386	387	730	626	260	186	252	275	1020	1229
PLAC4	54	26	57	28	20	40	13	11	585	424
FAM3B	11	21	4	6	8	4	5	0	3	8
MX2	191	256	123	115	208	108	23	23	47	55
MX1	109	119	19	11	7	3	3	2	113	180
TMPRSS2	107	156	88	125	356	247	31	0	0	1
LOC124905021	0	0	0	0	0	0	0	0	0	0
LOC124900472	0	0	0	0	0	0	0	0	0	0
LOC105372809	0	0	0	0	0	0	0	0	0	0
PCSEAT	0	0	0	0	0	0	0	0	0	0
LOC105372812	0	0	0	0	0	0	0	0	0	0
LOC107985478	0	0	0	0	0	0	0	0	0	0
LOC105372813	0	0	0	0	0	0	0	0	0	0
LINC00111	0	0	0	1	1	0	0	0	0	0
LINC00479	0	1	217	326	225	162	13	9	3	5
LINC00112	0	0	4	11	3	4	0	0	0	0
RIPK4	465	318	430	489	285	230	74	33	74	104
MIR6814	0	0	1	0	1	0	0	0	0	0
LOC102724800	1	4	5	4	3	0	0	0	1	2
PRDM15	535	535	301	307	638	506	259	323	385	400
C2CD2	555	471	294	429	959	921	514	684	422	456
SNORA91	10	3	6	5	6	5	0	1	3	2
ZBTB21	664	622	547	628	922	911	348	337	401	590
ZNF295-AS1	1	0	0	0	0	1	1	1	0	0
LOC107985502	0	0	0	1	1	1	1	2	2	0
UMODL1	0	2	25	43	19	12	0	1	0	8
UMODL1-AS1	0	0	0	0	1	0	0	1	0	1
ABCG1	56	87	20	60	31	31	341	241	511	391
LOC105372814	0	0	0	0	0	0	0	0	0	2
TFF3	15	7	35	42	4	1	1	0	38	29
TFF2	0	1	0	1	0	0	0	0	0	0
LOC105372815	0	0	0	0	0	0	0	0	0	0
TFF1	0	0	0	0	1	1	0	0	0	0
TMPRSS3	1	5	0	0	0	0	0	0	2	3
UBASH3A	2	1	0	0	0	0	0	0	1	16
RSPH1	6	1	7	7	15	15	4	6	1	7
RSPH1-DT	0	0	2	0	1	3	1	1	0	0
SLC37A1	614	847	189	298	288	232	128	154	71	133
LOC107987299	71	58	5	15	27	39	7	2	11	35
LOC101928212	4	4	3	2	6	4	0	0	0	5
LINC01671	0	0	0	0	1	0	0	0	1	0
LOC101928255	18	67	39	39	96	84	8	12	5	18
PDE9A	795	804	688	820	636	520	254	261	106	178
PDE9A-AS1	19	10	4	3	18	7	1	0	3	8
LOC107985504	4	3	5	4	3	3	0	0	2	5
LINC01668	14	7	4	2	3	5	1	0	1	7
WDR4	298	494	179	180	279	300	73	92	203	253
LOC105372817	16	26	28	31	32	29	34	42	13	16
NDUFV3	1124	1475	675	778	1391	1078	1206	1673	1557	1168
ERVH48-1	322	278	298	172	609	328	57	39	71	47
LOC124905022	16	9	8	12	370	233	20	12	31	30
LOC124905023	120	130	21	17	239	263	23	10	45	25
MIR5692B	0	0	0	0	0	0	0	0	0	0
LOC124905024	0	0	0	0	30	21	2	0	2	1
PKNOX1	628	730	307	356	1187	899	487	580	815	856
CBS	486	652	231	366	307	224	93	181	15	39
U2AF1	7	1	1	6	8	7	2	2	7	6
LOC101928369	1	0	2	1	2	2	1	1	1	2
FRGCA	0	0	0	0	0	0	0	0	0	0
LOC107987300	0	0	0	1	0	2	0	0	0	0
CRYAA	0	0	0	0	0	0	0	0	0	0
LOC105372821	0	0	0	0	0	0	0	0	0	0
LOC124905025	0	0	1	0	0	0	2	1	4	5
LOC124905026	0	0	0	0	0	0	0	0	0	0
LINC00322	0	0	0	0	0	0	0	4	5	1
LOC124905027	0	0	0	0	0	1	6	4	15	4
LINC01679	1	5	6	4	0	0	0	2	31	20
LNCSIK1	0	0	0	0	0	0	0	0	0	0
LOC124905028	0	0	0	0	0	0	0	0	0	0
SIK1	3	2	2	0	2	3	4	3	5	3
LOC124905029	0	1	0	0	0	0	0	0	0	2
HSF2BP	16	18	25	36	40	45	20	31	24	28
LINC00319	0	0	0	0	0	0	0	0	0	0
LOC124900467	0	0	0	0	0	0	0	0	0	0
LINC00313	0	0	0	0	0	0	0	0	0	0
LOC102723380	0	0	0	0	0	0	0	0	0	1
H2BC12L	4	7	2	4	9	4	0	1	0	0
MIR6070	0	0	0	0	0	0	0	0	0	0
RRP1B	5214	6383	2061	2505	3209	2992	1243	1451	1308	1395
LOC124905030	1	2	0	2	1	3	11	13	20	7
LOC124905031	0	0	0	0	0	1	0	0	0	0
LOC124905032	1	4	0	1	5	0	0	1	0	0
PDXK	3074	3635	1711	2128	3052	2455	3132	3727	2280	2078
LOC105372824	18	23	14	18	26	23	19	17	16	26
CSTB	867	829	578	633	717	530	715	701	383	339
LOC105372825	4	0	0	0	0	1	0	0	0	1
RRP1	1220	1728	739	931	1079	896	458	499	485	562
AATBC	49	37	36	56	59	68	16	15	32	91
LOC124905033	20	11	12	26	23	28	7	14	26	52
AGPAT3	98	136	610	772	979	705	1089	1199	1501	1319
LOC124905034	0	0	0	3	0	3	2	1	14	20
LOC105372826	0	0	0	0	0	1	0	0	4	11
LOC105372829	1	0	0	0	0	0	0	0	0	1
TRAPPC10	1283	1337	695	728	1202	911	796	845	1048	1079
PWP2	25	12	5	9	6	11	4	8	0	59
GATD3	5	8	1	3	3	4	4	4	2	136
LINC01678	0	0	0	2	1	1	0	0	0	1
LOC124905035	1	1	4	2	1	7	5	1	6	6
LOC105377139	0	0	0	0	0	0	0	0	0	0
LOC105372832	0	0	0	0	0	0	0	0	0	0
LOC102725065	0	0	0	0	1	1	1	0	0	0
ICOSLG	25	21	18	18	6	6	5	2	12	5
DNMT3L	0	3	15	12	0	0	0	0	0	0
DNMT3L-AS1	0	0	0	0	0	0	0	0	0	0
AIRE	1	2	5	4	6	2	0	3	2	5
PFKL	4048	3444	6215	10669	4474	2889	2925	4085	2879	2412
CFAP410	322	422	963	1363	875	774	634	533	567	512
TRPM2	34	30	616	960	26	19	2	1	21	33
TRPM2-AS	1	0	1	2	0	0	0	0	3	0
LOC124905069	0	0	0	0	0	0	0	0	0	0
LOC124905068	0	0	0	0	0	0	0	0	0	0
LRRC3-DT	13	12	86	138	4	5	1	2	3	2
LRRC3	356	605	2568	3058	367	272	138	196	200	190
HEPFAL	25	32	110	164	23	20	7	6	16	45
LOC124905037	1	4	2	3	0	0	0	0	0	2
LINC02575	192	335	901	682	110	77	30	29	17	21
TSPEAR	35	46	170	150	27	23	37	27	24	126
TSPEAR-AS1	72	72	313	375	97	85	27	41	29	65
TSPEAR-AS2	24	32	126	153	32	43	11	26	15	40
LOC124905038	8	8	13	16	5	13	4	2	4	32
KRTAP10-1	0	0	0	0	0	0	0	0	0	0
KRTAP10-2	1	2	0	1	4	2	0	0	0	2
KRTAP10-3	3	1	0	0	0	0	0	0	2	0
KRTAP10-4	1	0	0	0	0	1	0	0	0	2
KRTAP10-5	0	0	0	0	0	0	0	0	0	0
KRTAP10-6	1	0	0	0	0	0	0	0	0	1
KRTAP10-7	1	1	1	0	0	0	0	0	0	1
KRTAP10-8	0	0	0	0	0	0	0	0	0	1
KRTAP10-9	1	1	1	0	0	0	0	0	0	2
KRTAP10-10	1	0	1	0	1	0	0	0	0	2
KRTAP10-11	0	0	0	1	0	0	0	0	0	2
KRTAP12-4	0	0	0	0	0	0	0	0	0	2
KRTAP12-3	0	0	0	0	0	0	0	0	0	0
KRTAP12-2	0	0	0	1	0	0	0	0	0	3
KRTAP12-1	3	1	1	0	0	0	0	0	0	3
KRTAP10-12	1	1	2	0	0	0	0	0	0	2
UBE2G2	1853	2264	713	728	1427	1266	1181	1643	1633	1476
LINC01424	14	20	19	31	60	51	3	9	19	20
