	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	CTRL_6	CTRL_7	CTRL_8	CTRL_9	CTRL_10	CTRL_11	DOX_1	DOX_2	DOX_3	GEF_1	GEF_2	GEF_3
LOC124903306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903307	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
LINC02307	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LINC02277	0	0	0	0	0	0	0	0	0	2	3	0	0	0	1	0	0
FSCB	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
LOC105370473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370472	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LINC02302	1	2	0	0	0	0	2	0	0	1	4	0	1	2	1	1	0
C14orf28	83	55	83	73	77	29	100	65	79	141	53	196	142	171	77	84	49
LOC101927418	1	2	0	3	2	1	1	0	2	8	5	10	6	8	6	2	1
KLHL28	252	218	399	414	156	164	309	240	299	672	262	1015	417	1663	243	436	174
TOGARAM1	551	306	511	464	383	409	573	413	431	996	436	1047	657	871	351	426	457
PRPF39-DT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRPF39	506	263	374	577	595	198	498	325	318	833	309	524	270	313	330	469	314
LOC124903416	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
SNORD127	0	0	0	2	0	0	0	0	0	1	1	0	0	0	1	0	0
FKBP3	983	575	769	1052	1561	403	1004	605	602	1321	618	869	588	678	468	797	511
FANCM	160	117	132	165	114	87	127	134	172	273	121	184	123	161	106	146	83
MIS18BP1	470	246	316	409	279	172	223	312	329	466	218	126	55	65	271	375	212
LOC107984674	1	2	2	1	0	1	4	1	1	2	0	2	1	2	0	2	0
LOC105370475	0	0	2	0	0	0	0	0	0	1	0	1	1	0	3	0	0
LOC105370476	0	0	1	0	3	0	1	3	0	1	0	5	1	1	0	0	0
LOC124903308	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC107984644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02303	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0
LOC105370478	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
LOC105378177	0	0	0	0	1	0	0	0	0	0	0	1	0	2	1	0	0
LINC00871	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC124903309	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
LOC105370480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL10L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MDGA2	4	1	3	0	8	12	6	3	3	4	4	22	8	14	1	4	3
MIR548Y	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	5
LINC00648	236	90	112	120	95	50	270	69	104	384	156	65	44	22	101	191	79
LOC101927483	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
LOC105370482	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC124903310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903311	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
LOC105378178	0	2	2	4	0	0	0	0	1	1	0	6	8	10	1	0	5
LOC107984701	3	0	0	0	0	1	0	2	3	2	0	12	12	31	0	1	0
RPS29	3173	1567	1941	2660	7498	1322	3803	1669	2103	4624	2007	1962	1813	2001	1388	1821	1242
RN7SL1	93	561	94	228	71	78	269	82	83	733	180	60	266	164	94	65	162
LRR1	239	139	224	197	465	126	256	200	214	355	131	179	81	333	111	190	120
RPL36AL	1385	621	825	1299	3757	498	1465	756	791	2077	928	1181	947	1196	613	875	594
MGAT2	483	484	703	690	1111	471	1082	562	751	1256	556	1075	925	1427	401	711	403
DNAAF2	199	102	215	184	297	115	311	142	173	339	153	331	263	234	111	202	124
POLE2	78	49	62	56	100	29	61	51	40	130	60	38	28	57	36	47	27
KLHDC1	35	33	18	27	17	15	33	30	34	93	38	36	26	40	50	43	19
KLHDC2	1075	556	703	788	1301	456	1258	646	820	1319	665	1749	1233	1407	678	856	601
NEMF	891	464	619	663	848	508	785	553	629	1297	579	748	689	550	518	643	495
RN7SL3	1	1	0	2	1	0	0	0	0	8	0	5	0	0	0	0	0
LOC105378179	12	16	18	11	18	16	17	17	23	63	23	21	25	29	20	20	5
RN7SL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARF6	481	386	632	684	982	284	779	453	556	1419	621	760	701	989	404	654	329
LOC100506446	0	1	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0
MIR6076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370485	0	0	0	0	0	0	1	0	0	0	0	3	4	15	3	0	0
LINC01588	10	3	6	1	3	0	5	5	4	7	2	23	18	44	1	0	1
LINC01599	0	0	0	1	0	2	0	0	0	1	0	1	2	0	0	0	0
VCPKMT	184	141	150	229	171	128	235	143	175	378	171	98	106	60	188	247	157
SOS2	750	410	555	739	438	450	662	513	581	1220	548	1121	679	1112	448	652	473
L2HGDH	270	151	174	199	152	120	202	124	175	285	123	194	155	200	123	202	91
MIR4504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DMAC2L	170	129	165	158	220	137	209	109	161	322	151	202	175	130	139	219	151
CDKL1	132	97	121	134	124	113	190	65	114	231	82	228	216	189	124	151	133
MAP4K5	841	422	535	566	534	388	671	485	513	1123	511	666	367	659	433	568	459
LOC124903312	0	7	0	2	4	10	3	0	5	1	0	0	6	2	12	7	6
ATL1	89	41	52	33	54	41	60	50	62	203	79	80	67	138	58	49	36
SAV1	247	165	208	211	275	159	355	232	249	492	197	794	630	729	178	226	191
NIN	1687	624	927	796	934	989	1231	1165	1120	2638	1106	1211	1119	1088	1103	939	1149
LOC124903313	11	5	7	17	0	6	5	1	6	13	2	11	1	10	4	8	4
LOC105370489	0	0	0	0	0	0	1	0	1	1	0	0	3	0	2	0	4
LOC124903423	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0
ABHD12B	16	37	49	38	8	38	38	17	25	27	11	21	39	18	40	42	48
PYGL	1943	1003	1461	1589	3767	1228	2665	832	1094	2992	1327	1421	1638	2282	869	1528	1678
LOC124903314	0	5	3	0	7	8	3	1	2	7	1	4	15	7	3	7	0
LOC400212	4	4	5	1	12	2	9	10	5	4	5	1	9	21	4	6	13
TRIM9	1614	839	1275	920	1006	933	1694	514	820	1490	553	341	476	313	540	1556	1400
TMX1	254	159	198	227	259	108	244	158	128	397	171	394	210	372	85	191	103
LOC124900346	0	0	0	0	3	0	0	2	0	1	0	0	1	1	1	2	0
LOC124903315	0	1	0	1	0	1	0	3	0	2	1	4	10	3	0	0	0
LINC00519	0	0	0	0	0	0	1	2	0	0	0	0	1	1	0	0	0
LINC00640	0	1	0	0	0	0	0	0	0	0	0	3	3	3	0	0	0
LOC124900595	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
LOC105370495	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0
LINC02310	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FRMD6	162	124	199	179	135	130	191	112	154	736	328	387	261	843	118	234	117
FRMD6-AS2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
FRMD6-AS1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0
LOC101927598	0	0	1	0	1	0	0	0	0	0	0	4	2	3	0	0	0
GNG2	24	10	6	2	24	9	20	6	4	215	116	5	4	17	8	4	15
LOC102723604	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC105370497	4	0	1	0	0	0	0	0	0	1	0	0	1	2	1	1	0
RTRAF	2230	986	1618	1938	3640	928	2186	1262	1406	3260	1370	2098	1538	1491	981	1508	1091
NID2	2247	1306	1524	1111	1549	1992	2585	1677	2053	4013	1631	533	910	668	1323	1737	1842
LOC105378180	28	21	31	29	90	25	51	27	45	88	47	206	202	292	27	32	40
LINC02319	0	1	0	0	0	0	0	0	1	0	0	0	0	2	1	1	0
PTGDR	0	0	0	0	0	0	0	0	0	1	0	3	0	2	0	0	0
PTGER2	0	0	0	0	1	0	0	0	0	18	6	0	2	52	0	0	0
TXNDC16	232	114	173	169	104	62	90	127	169	280	135	695	289	806	140	204	68
GPR137C	69	91	110	105	45	60	83	94	136	176	82	212	98	342	123	158	51
ERO1A	617	412	503	666	321	216	524	277	334	609	295	512	317	570	253	507	231
PSMC6	1044	495	709	949	1571	360	885	620	709	1641	737	1368	831	1599	526	722	462
STYX	370	280	392	413	358	179	363	302	322	884	346	398	205	556	279	373	252
GNPNAT1	195	107	149	169	232	130	175	121	153	506	216	174	123	188	88	159	82
LOC105370500	3	7	8	6	8	4	1	4	3	8	1	5	18	6	4	4	5
FERMT2	2751	2234	3680	3637	3624	1856	4079	2653	3073	7467	3500	2611	2044	3278	2307	3893	1974
DDHD1	464	287	398	350	307	336	461	359	435	750	332	403	382	414	343	391	277
DDHD1-DT	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0
LOC105370502	0	4	2	0	0	5	2	0	0	2	0	4	17	2	3	0	0
LOC105370504	32	27	26	11	34	40	20	15	29	39	8	80	66	32	49	28	36
LOC124903316	0	2	0	2	0	0	0	0	0	2	0	0	1	0	2	2	0
LINC02331	11	2	3	0	10	7	10	2	0	3	0	1	0	0	0	0	0
LOC107984676	3	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0
MIR5580	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
BMP4	79	13	15	22	146	63	53	40	42	197	83	96	67	283	20	22	88
LOC124903317	0	0	2	0	1	5	2	0	1	7	4	5	2	19	1	1	0
LOC105370507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDKN3	223	98	138	141	281	51	186	121	117	191	108	94	40	81	83	85	32
CNIH1	725	435	600	627	626	255	563	487	532	1319	610	984	522	963	396	559	243
GMFB	249	333	526	571	324	152	334	411	385	1219	492	768	262	441	303	465	175
CGRRF1	149	69	84	155	165	51	137	73	97	213	138	373	157	366	68	117	40
SAMD4A	3938	2526	5423	7300	2612	2403	6112	3642	4101	6205	2356	2811	2911	3470	2812	6653	2284
LOC112268133	199	736	308	182	324	753	259	1441	1286	229	72	505	1429	304	2781	353	340
SAMD4A-AS1	23	29	12	6	7	12	6	51	60	17	2	31	62	27	103	24	12
GCH1	35	18	35	56	37	8	36	29	31	52	19	527	360	520	26	42	9
MIR4308	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
WDHD1	233	114	126	134	238	79	172	131	144	305	130	275	215	336	108	109	91
SOCS4	294	281	359	383	212	197	328	283	356	735	309	1126	555	968	225	360	166
MAPK1IP1L	1986	1550	2233	2134	2460	1418	2816	1805	2172	4336	1900	3135	3084	2764	1539	2326	1480
LOC124903318	0	0	1	0	2	0	0	0	2	1	1	39	41	32	0	1	0
LOC124903319	0	2	1	0	0	0	0	1	2	4	1	1	2	0	2	5	3
LGALS3	904	350	487	733	1547	404	947	699	725	3003	1168	2000	1915	1707	738	572	450
DLGAP5	486	202	260	276	361	183	347	249	293	432	205	92	43	93	92	168	109
LOC105370508	10	6	3	8	4	4	3	0	4	4	1	2	5	9	4	2	0
LOC107984708	0	0	0	0	0	0	2	2	0	0	0	0	0	1	1	0	0
FBXO34-AS1	0	0	0	0	0	0	0	0	0	0	0	28	20	51	0	0	0
FBXO34	547	218	299	361	307	246	544	295	320	686	277	632	716	727	283	336	374
ATG14	476	273	381	379	670	392	704	342	419	1032	429	746	739	828	422	444	498
TBPL2	0	0	1	0	0	1	0	0	0	0	0	0	1	2	0	0	0
KTN1-AS1	82	28	46	46	57	31	77	42	36	76	21	107	92	78	49	45	58
KTN1	7125	3178	4854	5260	8101	3761	5644	4599	4798	10078	4234	5927	4954	4610	3928	5279	3998
LOC124903320	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0
RPL13AP3	0	1	2	1	2	0	0	0	0	1	0	0	2	1	0	0	3
LINC00520	0	0	0	0	10	0	0	1	0	1	0	3	6	8	3	0	3
LOC105370511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC102723670	66	23	24	26	42	41	38	38	36	57	10	65	44	52	42	36	62
LOC105370512	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
LOC105370513	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PELI2	14	12	16	15	16	11	17	6	13	48	17	100	60	206	14	23	5
LINC02284	5	7	7	1	1	4	8	10	3	7	2	1	1	2	2	6	8
LOC124903321	0	2	1	0	4	14	8	2	1	0	0	1	3	1	0	3	0
LOC101927690	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0
TMEM260	261	129	171	165	242	133	238	100	129	292	123	532	380	380	149	196	131
LOC124903322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTX2	0	6	10	10	4	4	0	0	0	7	0	4	1	0	0	6	1
OTX2-AS1	0	1	0	0	0	0	2	0	0	1	0	4	0	0	0	0	0
LOC124903323	0	2	0	3	0	0	7	0	1	2	0	0	3	2	1	0	0
LOC124903324	7	1	1	0	5	0	3	0	1	1	0	0	2	0	3	1	4
EXOC5	1081	635	1000	1021	872	593	834	810	902	1981	819	1929	982	1673	604	974	632
AP5M1	625	369	575	663	709	356	576	458	530	1276	472	2222	982	1990	458	628	409
NAA30	384	347	543	585	418	271	533	441	447	1040	490	772	427	659	360	543	276
CCDC198	0	0	0	0	0	2	0	0	1	0	0	9	3	2	3	0	0
LOC105370519	8	0	2	0	0	1	3	1	0	1	3	3	3	13	2	2	3
SLC35F4	0	0	3	0	4	0	2	0	1	2	0	0	0	0	0	1	0
LOC105370518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ARMH4	231	124	135	94	169	110	211	163	193	387	148	86	63	252	145	145	103
ACTR10	1591	682	1092	1283	2329	604	1435	867	916	2087	995	1101	897	645	733	1019	618
TRK-CTT1-1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
PSMA3	764	358	503	818	1298	299	658	410	487	1141	532	1335	753	1245	368	577	264
PSMA3-AS1	555	383	482	635	968	363	832	407	464	1037	456	427	445	281	360	533	446
LINC00216	1	29	34	13	6	13	21	8	17	22	7	16	16	9	22	31	14
ARID4A	535	221	391	346	374	340	403	321	392	775	354	635	418	718	240	415	311
TOMM20L-DT	2	1	0	5	3	0	3	0	2	0	4	4	13	1	5	0	0
TOMM20L	1	1	1	7	5	2	5	6	2	7	4	18	12	7	2	7	6
TIMM9	337	96	181	272	569	112	304	139	165	400	190	193	173	199	124	146	122
KIAA0586	613	275	351	329	339	347	419	367	419	708	272	366	361	257	334	354	218
DACT1	1373	1357	1820	1571	1426	889	1953	1544	1772	2304	897	1216	1155	1177	1030	1781	551
LOC102723725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LINC01500	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC124903325	0	1	1	0	0	0	0	0	1	2	0	3	0	2	1	0	0
LOC107984692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984642	0	0	1	0	0	0	0	0	0	0	0	3	3	4	0	0	0
DAAM1	3318	1710	2288	2416	2852	2032	3211	2056	2331	4976	2090	3400	2798	2643	1969	2739	2397
GPR135	197	96	131	72	133	135	203	118	153	226	87	645	661	406	141	159	217
L3HYPDH	204	112	182	152	319	166	274	126	192	445	165	654	517	301	192	237	203
JKAMP	524	252	368	483	509	225	466	353	377	804	403	958	565	1097	257	416	215
LOC124903326	14	12	12	11	2	13	8	21	10	32	10	24	23	11	27	23	17
CCDC175	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	1
RTN1	13	6	5	12	11	12	15	7	8	16	5	12	15	16	6	5	0
MIR5586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC9	1	2	3	0	0	3	4	2	2	8	2	7	5	13	5	2	3
PCNX4-DT	2	0	0	0	0	0	1	0	2	8	2	2	2	1	1	1	0
PCNX4	906	571	753	797	715	579	875	652	793	1492	605	722	590	497	606	869	544
DHRS7	259	78	151	206	278	101	226	145	180	389	144	304	291	306	125	131	95
LOC101927702	0	0	1	0	0	0	0	0	0	0	1	2	6	14	0	0	0
PPM1A	892	724	1192	970	981	572	1065	935	1103	2220	989	2633	1899	2256	938	1152	678
LINC02322	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0
C14orf39	0	7	9	6	0	4	4	0	1	2	1	5	6	13	4	6	7
SIX6	0	4	3	4	19	2	0	0	0	5	4	1	5	0	0	9	0
SALRNA1	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0
SIX1	0	13	20	20	5	0	0	0	1	4	0	16	0	38	1	9	0
MIR9718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIX4	54	46	75	65	36	67	84	38	47	167	69	292	190	627	30	73	80
MNAT1	321	102	194	241	477	122	207	194	176	347	178	158	125	119	138	172	114
TRMT5	123	75	127	146	221	99	179	80	109	302	162	277	208	275	68	143	70
SLC38A6	57	44	47	55	78	34	85	42	46	118	74	187	241	135	60	49	35
LOC101927756	3	3	0	3	0	1	1	2	4	0	1	6	5	1	5	1	0
PRKCH	452	350	452	410	787	314	561	408	466	609	290	655	516	1261	258	439	267
TMEM30B	7	6	4	2	10	2	5	7	12	12	6	18	14	17	11	8	3
PRKCH-AS1	0	1	0	3	0	3	3	1	1	4	1	11	7	7	4	3	3
LOC105370525	48	34	26	27	13	56	25	17	48	18	12	54	54	112	27	41	23
LINC01303	1	3	2	0	0	1	9	5	7	5	1	58	41	113	0	1	13
LINC03033	0	1	5	5	15	1	1	4	2	8	0	25	18	95	1	4	0
HIF1A-AS1	0	1	3	0	0	0	2	1	2	3	2	86	66	177	1	4	0
HIF1A	3442	1680	2699	2163	2915	2651	2971	2204	2554	6057	2938	3471	3157	3546	1593	2355	2441
HIF1A-AS3	118	38	26	34	15	11	59	11	17	5	2	5	21	6	5	14	1
HIF1A-AS2	0	2	5	0	0	1	0	1	3	0	0	2	0	1	1	4	0
SNAPC1	181	73	133	84	257	68	173	97	100	337	121	399	232	588	88	126	67
SYT16	64	25	39	30	26	29	30	42	55	68	22	35	27	82	56	58	43
LINC00643	3	2	3	7	6	1	2	2	3	1	3	1	4	11	0	2	2
LINC00644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370529	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC105370528	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
KCNH5	0	1	0	4	0	0	3	1	0	1	0	8	1	5	0	0	0
LOC105370531	0	0	1	1	0	0	0	3	1	1	0	0	0	2	0	0	0
LOC105370530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHOJ	28	23	34	27	34	13	7	7	13	183	70	7	13	24	2	25	10
GPHB5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
PPP2R5E	719	418	597	621	653	419	579	598	611	1362	655	820	564	1144	521	554	390
LOC124903414	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112268140	1	2	2	1	6	0	3	4	3	5	0	21	11	26	2	3	0
WDR89	117	47	60	74	195	43	109	50	55	233	82	80	58	124	55	52	45
LOC105370532	20	4	6	14	27	1	20	2	4	14	10	21	24	29	6	3	3
SGPP1	67	73	135	116	92	49	152	94	100	333	117	394	191	405	79	107	72
LOC124903327	3	8	9	9	3	8	4	6	9	7	1	9	18	14	12	9	3
SYNE2	4173	1577	2046	1698	2287	2779	3173	2451	2754	3785	1399	3473	3024	2111	3090	2580	2855
MIR548H1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ESR2	25	17	13	18	10	19	10	19	15	44	11	39	40	69	26	20	24
LOC124903328	0	0	0	0	0	0	0	2	0	1	0	3	5	2	0	0	2
TEX21P	10	3	3	6	1	4	4	1	6	9	1	5	13	7	5	5	8
MTHFD1	622	326	460	489	828	365	689	465	535	1064	502	300	268	202	339	420	334
ZBTB25	281	195	244	241	323	211	282	230	267	614	191	843	698	941	260	274	227
AKAP5	37	30	67	45	70	46	43	39	64	188	111	76	58	64	23	33	31
ZBTB1	673	264	362	501	471	237	429	336	418	1002	447	609	395	668	293	445	306
HSPA2-AS1	8	5	10	4	0	1	0	5	10	13	5	24	7	8	5	7	18
HSPA2	30	28	29	44	50	27	60	27	39	271	109	90	50	1095	20	40	10
PPP1R36	2	0	5	2	5	1	6	4	4	16	9	1	2	10	1	3	0
PLEKHG3	456	257	308	230	1486	565	875	362	467	1043	377	858	1159	752	304	234	608
SPTB	1959	1647	2094	1493	2104	1980	2048	2376	2839	3605	1413	1223	1823	920	1831	1853	1838
MIR7855	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC105370534	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
CHURC1-FNTB	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
CHURC1	918	424	691	831	898	382	907	551	686	1151	558	817	609	477	623	803	442
GPX2	2	10	3	5	7	6	4	4	2	4	3	5	19	3	8	5	7
RAB15	2002	1284	1882	2324	3534	1387	2945	1917	2165	3131	1345	451	690	295	1238	1988	1469
LOC107984655	4	1	2	2	3	0	5	0	2	6	0	6	10	11	0	2	0
FNTB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAX	465	330	429	468	843	349	726	404	471	1077	478	529	629	626	369	481	362
MIR4706	0	1	0	0	0	0	0	0	1	1	2	1	4	0	0	0	0
LOC100506321	0	5	5	1	10	0	5	5	4	5	0	3	19	6	8	1	8
LOC124903329	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
LINC02324	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
MIR4708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUT8	194	65	138	85	215	94	117	137	176	442	210	252	208	340	121	99	72
FUT8-AS1	1	0	0	0	0	1	6	0	2	1	3	9	23	19	0	0	0
MIR625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984641	0	2	0	0	0	0	4	2	4	1	0	0	0	0	3	0	5
LINC02290	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	0	0
CCDC196	0	0	0	0	0	0	0	0	0	0	0	9	8	2	1	1	0
GPHN	302	142	207	192	258	110	335	170	201	354	141	369	402	242	156	219	122
LOC124903332	1	14	8	7	1	9	7	10	23	4	2	32	82	12	27	1	2
LOC105370538	0	0	2	0	0	0	0	0	1	0	0	0	4	0	2	0	0
GARIN2	2	0	0	0	0	2	0	0	0	1	3	6	5	4	1	0	0
LOC124903330	11	5	5	0	3	4	3	5	8	7	7	69	36	43	3	10	0
PALS1	1133	1020	1607	1767	1299	764	1535	1139	1242	1982	735	1067	677	878	1171	2062	1141
ATP6V1D	1213	655	1018	1233	1813	499	1091	796	838	1861	882	2087	1461	2462	617	851	467
EIF2S1	928	542	797	1044	1751	491	1019	635	832	1796	834	1769	1161	2010	580	805	532
PLEK2	80	73	87	91	158	43	128	102	115	274	108	39	66	58	77	84	19
MIR5694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370542	0	0	0	1	0	0	0	0	2	0	0	1	1	3	0	0	0
TMEM229B	5	2	1	3	14	1	5	7	13	12	14	221	276	172	6	5	0
PLEKHH1	632	396	383	382	352	476	682	352	462	675	258	530	826	305	334	452	422
PIGH	117	53	99	111	181	33	119	43	68	174	61	118	110	73	75	78	55
ARG2	432	170	284	340	346	129	355	185	201	512	245	241	187	300	138	167	57
LOC124903331	32	8	11	27	17	12	24	9	10	18	10	22	19	35	15	12	14
VTI1B	592	333	444	515	1194	377	800	423	495	1042	460	727	663	558	331	436	349
RDH11	1057	559	755	994	1588	497	1282	687	745	1889	821	685	584	722	390	623	435
RDH12	6	0	0	2	8	0	1	2	3	6	0	4	4	7	1	3	0
ZFYVE26	808	497	632	516	991	641	999	606	728	1418	614	1328	1524	866	574	629	828
RAD51B	66	22	24	48	54	28	50	39	29	93	31	13	10	13	48	30	32
LOC105370546	0	1	0	2	0	4	2	3	1	0	0	1	1	0	9	1	2
LOC101927971	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0
LOC124903334	15	12	21	12	11	16	9	19	24	18	15	11	13	6	61	10	12
LOC124903335	8	14	4	0	0	9	2	4	7	6	3	0	1	7	17	6	8
LOC107984016	2	5	6	6	0	6	9	2	7	11	5	0	1	1	5	5	0
LOC100996664	0	1	0	2	0	0	4	0	2	0	2	0	0	1	0	0	4
LOC124903333	7	5	1	0	0	6	8	4	6	4	0	18	14	7	5	5	4
LOC105370547	0	0	0	1	0	1	0	0	0	3	0	0	3	4	1	0	0
LOC107984709	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ZFP36L1	5088	2648	4101	3259	4345	2990	9763	3120	4170	9533	3328	1327	1512	2724	3162	4301	3466
ACTN1	6005	3322	4843	3903	8868	5350	9746	5771	7234	16492	6543	5308	6447	5436	3266	4203	4442
LOC124903336	30	35	24	14	12	34	24	48	77	20	17	20	144	10	75	14	34
LOC124903337	2	7	4	0	10	20	4	9	16	17	4	10	33	5	30	8	2
ACTN1-DT	0	1	1	0	0	0	2	0	0	6	1	8	16	18	2	2	0
DCAF5	2370	1019	1516	1480	2012	1627	2743	1583	1768	3142	1240	3610	3210	4434	1278	1522	1797
GALNT16-AS1	14	6	10	10	6	3	28	6	6	25	7	4	9	11	5	25	13
EXD2	560	215	267	280	558	285	544	304	312	817	350	386	432	204	261	266	368
GALNT16	426	293	367	366	797	376	559	573	637	722	321	214	143	477	473	421	432
LOC105370549	0	3	1	1	5	6	0	1	7	0	3	0	5	1	4	1	5
ERH	1145	605	770	1214	1758	419	1189	702	811	1911	829	1242	770	1337	618	871	563
SLC39A9	645	331	461	566	590	320	578	383	519	1219	475	859	711	1444	352	515	410
PLEKHD1	3	4	4	5	4	2	2	4	5	12	3	11	5	17	1	0	6
CCDC177	0	0	0	0	0	0	2	0	0	0	0	4	8	5	0	0	0
SUSD6	850	401	575	553	781	563	957	620	758	1515	587	2162	2483	2660	504	551	590
LOC100289511	19	4	10	2	6	4	11	3	5	6	4	66	49	101	7	7	15
SRSF5	3214	1610	2151	2827	3562	1280	4249	1985	2289	4602	1908	7873	7386	9524	1780	2819	1872
SLC10A1	1	5	2	0	0	4	3	2	2	4	5	27	56	39	9	9	6
LOC124900353	0	0	0	0	0	0	0	0	0	0	0	2	4	11	0	0	0
LOC100506358	0	0	0	0	3	0	2	0	2	1	1	24	29	92	0	0	0
SMOC1	6	7	10	3	8	5	4	6	2	12	5	28	36	74	0	11	4
SNORD169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC8A3	32	25	19	6	29	36	25	38	38	10	12	192	193	220	2	14	4
LOC646548	4	1	4	1	2	1	1	0	5	3	1	97	55	250	0	1	0
LOC107984686	0	0	0	0	0	0	0	0	0	0	0	4	1	8	0	0	0
LOC124903338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM21P1	0	3	3	3	3	6	2	1	1	3	3	1	6	5	1	0	0
